	('Numbers: Five-5988', 'Digit: Five')	('Numbers: Five-573', 'Digit: Five')	('Numbers: Six-5766', 'Digit: Six')	('Numbers: Eight-5687', 'Digit: Eight')	('Numbers: Zero-6374', 'Digit: Zero')	('Numbers: Six-4535', 'Digit: Six')	('Numbers: Nine-1353', 'Digit: Nine')	('Numbers: Three-4063', 'Digit: Three')	('Numbers: Two-2242', 'Digit: Two')	('Numbers: Six-4742', 'Digit: Six')	('Numbers: Six-4597', 'Digit: Six')	('Numbers: Six-3897', 'Digit: Six')	('Numbers: Three-6513', 'Digit: Three')	('Numbers: Seven-5026', 'Digit: Seven')	('Numbers: Four-6277', 'Digit: Four')	('Numbers: Four-307', 'Digit: Four')	('Numbers: Zero-2589', 'Digit: Zero')	('Numbers: Six-1819', 'Digit: Six')	('Numbers: One-2216', 'Digit: One')	('Numbers: Six-4625', 'Digit: Six')	('Numbers: Nine-6749', 'Digit: Nine')	('Numbers: Seven-5147', 'Digit: Seven')	('Numbers: Seven-791', 'Digit: Seven')	('Numbers: Zero-2997', 'Digit: Zero')	('Numbers: Five-5313', 'Digit: Five')	('Numbers: Four-6502', 'Digit: Four')	('Numbers: Four-2173', 'Digit: Four')	('Numbers: Four-459', 'Digit: Four')	('Numbers: Zero-3729', 'Digit: Zero')	('Numbers: Three-6213', 'Digit: Three')	('Numbers: Five-2201', 'Digit: Five')	('Numbers: Seven-1830', 'Digit: Seven')	('Numbers: Zero-4354', 'Digit: Zero')	('Numbers: Nine-3217', 'Digit: Nine')	('Numbers: Six-4860', 'Digit: Six')	('Numbers: Five-2026', 'Digit: Five')	('Numbers: Six-1078', 'Digit: Six')	('Numbers: Four-756', 'Digit: Four')	('Numbers: Two-771', 'Digit: Two')	('Numbers: Seven-1815', 'Digit: Seven')	('Numbers: Zero-69', 'Digit: Zero')	('Numbers: Five-517', 'Digit: Five')	('Numbers: One-282', 'Digit: One')	('Numbers: One-3358', 'Digit: One')	('Numbers: Eight-2356', 'Digit: Eight')	('Numbers: Five-1369', 'Digit: Five')	('Numbers: Seven-136', 'Digit: Seven')	('Numbers: Nine-3632', 'Digit: Nine')	('Numbers: One-5942', 'Digit: One')	('Numbers: Nine-3381', 'Digit: Nine')	('Numbers: Five-254', 'Digit: Five')	('Numbers: Seven-2310', 'Digit: Seven')	('Numbers: Seven-6546', 'Digit: Seven')	('Numbers: Nine-2265', 'Digit: Nine')	('Numbers: Nine-6823', 'Digit: Nine')	('Numbers: Four-2860', 'Digit: Four')	('Numbers: Seven-1241', 'Digit: Seven')	('Numbers: Six-3933', 'Digit: Six')	('Numbers: Zero-4387', 'Digit: Zero')	('Numbers: Two-681', 'Digit: Two')	('Numbers: Two-1467', 'Digit: Two')	('Numbers: Two-604', 'Digit: Two')	('Numbers: Three-6923', 'Digit: Three')	('Numbers: Three-1236', 'Digit: Three')	('Numbers: Six-5538', 'Digit: Six')	('Numbers: Two-2505', 'Digit: Two')	('Numbers: One-3389', 'Digit: One')	('Numbers: Two-6745', 'Digit: Two')	('Numbers: Six-991', 'Digit: Six')	('Numbers: One-5367', 'Digit: One')	('Numbers: Zero-4025', 'Digit: Zero')	('Numbers: Two-815', 'Digit: Two')	('Numbers: Seven-1293', 'Digit: Seven')	('Numbers: Nine-1222', 'Digit: Nine')	('Numbers: Nine-4416', 'Digit: Nine')	('Numbers: Eight-1341', 'Digit: Eight')	('Numbers: Four-4925', 'Digit: Four')	('Numbers: Four-1148', 'Digit: Four')	('Numbers: One-3820', 'Digit: One')	('Numbers: Four-6380', 'Digit: Four')	('Numbers: Seven-4339', 'Digit: Seven')	('Numbers: Eight-5763', 'Digit: Eight')	('Numbers: Seven-6757', 'Digit: Seven')	('Numbers: Six-3632', 'Digit: Six')	('Numbers: Six-1245', 'Digit: Six')	('Numbers: Six-185', 'Digit: Six')	('Numbers: Nine-2661', 'Digit: Nine')	('Numbers: Eight-5400', 'Digit: Eight')	('Numbers: Five-4818', 'Digit: Five')	('Numbers: Two-3886', 'Digit: Two')	('Numbers: Six-990', 'Digit: Six')	('Numbers: One-5209', 'Digit: One')	('Numbers: Five-6071', 'Digit: Five')	('Numbers: Two-5864', 'Digit: Two')	('Numbers: Five-5793', 'Digit: Five')	('Numbers: One-1519', 'Digit: One')	('Numbers: Nine-5532', 'Digit: Nine')	('Numbers: Eight-5622', 'Digit: Eight')	('Numbers: Six-3402', 'Digit: Six')	('Numbers: Six-5617', 'Digit: Six')
pos_13-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	10
pos_13-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_13-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-5	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	255	16	0	0	65	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-6	0	0	0	0	253	0	0	0	0	0	0	0	0	154	0	252	0	0	0	0	0	0	0	0	255	176	0	115	217	0	0	0	190	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	253	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	24	0	11	0
pos_14-7	0	0	0	0	200	0	0	0	0	23	0	36	0	253	67	252	30	0	0	127	0	1	0	32	255	254	71	252	250	0	0	0	252	0	116	0	0	18	239	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	24	0	0	0	0	27	1	0	0	0	215	0	253	0	0	121	129	0	243	254	0	86	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	218	0	254	0
pos_14-8	0	0	0	0	0	0	0	0	0	222	100	254	0	253	254	209	241	39	0	252	0	4	0	215	191	216	247	252	106	0	0	0	96	6	254	0	0	211	243	0	253	0	0	0	7	57	0	31	0	0	0	0	0	0	192	84	0	253	203	0	0	0	0	66	191	0	0	64	254	0	134	0	0	254	254	99	253	254	0	255	0	0	0	49	0	0	0	0	0	0	253	0	0	0	0	0	254	0	254	0
pos_14-9	0	0	102	0	0	120	55	0	0	253	254	254	0	253	253	78	125	236	0	252	7	1	0	252	64	33	254	252	1	18	0	0	0	146	228	93	0	254	233	0	253	95	0	0	205	198	0	135	0	114	0	0	0	0	253	254	0	253	254	0	0	0	84	66	232	0	0	128	250	0	0	0	0	124	121	238	165	245	0	255	0	7	0	253	128	193	0	12	65	0	232	0	105	0	0	0	254	2	179	109
pos_14-10	53	0	254	43	28	252	218	0	0	180	254	254	0	24	222	78	0	252	0	131	72	0	0	190	0	0	254	252	0	149	238	0	0	232	0	254	122	254	249	0	124	254	0	0	252	226	0	219	0	170	5	0	0	0	178	254	0	162	254	0	0	0	253	176	0	0	0	0	192	0	0	0	0	0	0	253	0	187	0	0	0	151	0	253	255	253	0	169	240	0	52	0	254	0	0	0	252	122	0	253
pos_14-11	0	22	253	227	0	252	254	175	0	0	248	254	0	0	231	74	0	252	0	0	196	0	0	12	0	0	61	252	0	186	254	0	0	253	0	253	254	173	254	0	0	219	0	26	252	141	0	249	54	170	119	0	0	0	4	112	0	0	169	0	0	0	253	155	0	0	0	0	6	0	0	0	0	0	0	250	0	187	0	0	0	253	0	253	255	253	0	254	110	0	0	0	254	0	170	128	195	253	0	253
pos_14-12	0	146	254	250	0	179	254	254	16	0	109	14	0	0	254	0	0	252	0	0	250	0	0	0	0	0	92	233	0	253	198	0	0	253	0	149	163	154	138	0	0	12	0	207	229	29	0	254	228	86	211	0	0	0	0	66	0	0	0	0	38	29	253	169	0	86	0	0	0	168	0	0	0	0	31	233	0	187	22	0	43	242	0	145	255	222	78	254	0	0	0	0	254	0	255	255	142	247	25	98
pos_14-13	0	253	253	185	0	0	254	254	191	0	169	61	0	0	253	0	0	252	230	0	253	0	0	0	0	0	211	106	0	253	0	0	0	253	0	29	89	154	0	0	0	0	156	253	125	0	0	246	253	0	252	0	0	0	0	102	0	0	0	0	236	197	253	240	125	251	207	0	8	253	0	129	0	76	173	112	0	187	255	0	79	90	0	0	255	0	166	172	0	0	0	125	254	0	114	255	169	98	207	37
pos_14-14	0	253	254	229	0	0	254	184	239	0	176	188	0	0	253	0	0	253	253	0	253	13	0	0	0	0	253	0	0	255	0	0	0	253	19	0	206	233	12	0	0	0	254	255	239	0	7	241	253	29	252	9	0	0	10	139	0	0	0	0	253	254	253	253	238	253	252	128	40	251	0	254	66	242	244	21	0	187	254	141	138	45	0	0	255	0	244	243	0	0	0	253	255	21	0	255	254	99	254	146
pos_14-15	0	197	233	255	0	0	254	25	0	0	225	237	0	25	253	34	0	252	255	0	253	221	0	0	0	54	254	15	0	253	0	182	0	253	129	0	254	254	74	0	0	0	213	168	252	0	70	247	253	255	232	167	103	198	179	100	107	70	0	112	253	253	253	253	28	246	243	255	226	168	0	196	252	254	136	25	107	207	0	255	130	170	132	19	255	0	254	254	0	14	0	180	229	128	0	255	254	247	254	247
pos_14-16	75	133	142	125	0	42	254	0	0	0	254	254	0	253	254	21	0	226	109	29	253	254	92	0	191	236	254	111	0	253	0	251	0	253	253	0	254	227	245	14	0	0	0	0	252	0	241	254	200	198	156	254	251	254	254	210	254	234	0	231	253	226	253	107	0	109	50	255	244	0	0	13	252	253	4	252	248	254	0	255	169	253	252	145	255	0	249	254	0	196	70	4	68	254	0	0	254	234	254	253
pos_14-17	217	241	183	0	0	144	254	0	0	6	254	254	0	253	253	78	0	186	0	239	253	167	216	57	255	245	254	201	0	182	0	253	0	253	151	0	254	105	252	120	0	0	0	0	185	0	252	254	13	0	73	222	253	195	253	254	254	253	0	7	79	56	254	0	0	0	0	255	134	0	0	0	176	253	124	253	253	254	0	0	253	204	221	212	255	0	44	243	0	228	191	0	0	241	57	0	254	11	254	254
pos_14-18	254	253	0	0	0	144	235	0	0	37	254	254	33	253	182	245	0	201	0	252	247	2	253	252	255	106	254	251	0	12	0	253	0	253	29	0	254	89	177	242	2	0	0	0	12	0	185	216	0	0	21	38	253	0	253	254	254	253	170	0	0	0	253	0	0	0	0	191	7	0	0	0	4	30	254	84	253	254	0	29	118	37	12	253	255	0	0	82	0	0	252	0	0	170	255	0	252	0	254	253
pos_14-19	254	253	0	0	0	145	7	0	0	11	254	254	229	32	0	252	0	252	0	252	74	0	241	252	255	0	185	252	0	0	0	93	0	139	0	0	139	52	10	252	206	0	0	0	0	0	0	0	0	0	0	0	222	0	78	254	154	253	254	0	0	0	214	0	0	0	0	0	2	0	0	0	0	0	107	0	128	254	0	141	79	0	0	253	255	0	0	2	0	0	253	0	0	12	114	0	80	0	225	253
pos_14-20	0	253	92	0	0	237	0	0	0	0	207	254	244	0	0	252	126	252	0	253	0	0	101	140	64	0	7	69	35	0	0	1	0	0	0	0	0	0	0	252	253	0	0	0	0	0	0	0	0	0	0	0	47	0	0	254	0	196	254	0	0	0	27	0	119	0	0	0	4	0	0	0	0	0	0	0	3	254	0	0	42	0	0	253	255	0	0	0	0	0	253	0	0	0	0	0	0	0	84	146
pos_14-21	0	149	253	0	0	252	0	0	0	0	57	250	57	0	0	127	200	208	0	252	0	0	0	0	0	0	0	0	252	0	0	0	0	0	172	0	0	0	0	215	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	22	104	0	0	0	0	0	214	0	0	0	75	0	0	0	0	0	0	0	0	112	0	0	0	0	0	217	191	0	0	0	0	0	253	0	0	0	0	0	0	0	2	0
pos_14-22	0	0	0	0	84	190	0	0	0	0	0	172	0	0	0	0	8	0	0	126	0	0	0	0	0	0	0	0	190	0	0	0	0	0	61	0	0	0	0	31	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	254	0	112	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0
pos_14-23	0	0	0	0	253	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	157	0	0	0	0	0	0	0	0	0
pos_14-24	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0
pos_14-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0
pos_14-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-5	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	148	0	19	208	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	228	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-6	0	0	0	0	253	0	0	0	0	0	0	0	0	13	0	252	0	0	0	0	0	0	0	0	0	254	13	220	227	0	0	0	255	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	253	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	6	0	0	0	0	8	0
pos_15-7	0	0	0	0	200	0	0	0	0	37	58	18	0	173	0	252	37	53	0	135	0	0	0	57	0	254	216	253	98	0	0	0	241	0	141	0	0	25	195	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	112	0	0	0	0	202	50	0	0	0	254	0	253	0	0	58	129	0	230	254	0	29	0	0	0	0	0	0	0	0	0	0	253	0	0	4	0	0	104	0	230	0
pos_15-8	0	0	0	0	0	0	0	0	0	253	245	212	0	253	193	252	254	181	0	252	0	0	0	253	0	189	254	226	0	0	0	0	46	0	254	0	0	250	57	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	141	84	0	253	254	0	0	0	0	253	254	0	0	0	254	0	105	0	0	238	254	219	254	254	0	255	0	0	0	125	0	82	0	0	0	0	251	0	0	3	0	0	247	0	254	0
pos_15-9	0	0	102	36	0	182	0	0	0	253	254	254	0	167	253	252	141	252	0	244	0	0	0	253	0	51	254	39	0	0	35	0	0	0	118	59	55	184	0	0	253	95	0	0	0	57	0	0	0	0	0	0	0	0	252	254	0	253	254	0	0	0	0	253	232	0	0	0	151	0	0	0	0	240	173	253	216	254	0	255	0	0	0	253	255	246	0	0	0	0	85	0	1	1	0	0	254	0	200	175
pos_15-10	0	0	253	227	0	253	12	0	0	100	254	254	0	9	253	252	0	252	0	9	0	0	0	141	0	51	254	39	0	0	246	0	0	42	0	254	223	33	87	0	124	254	0	0	154	226	0	0	8	0	0	0	0	0	252	254	0	162	238	0	0	0	183	253	0	0	0	0	0	0	0	0	0	149	123	235	43	254	0	57	0	8	0	253	255	253	0	0	104	0	0	0	34	7	0	0	254	0	35	253
pos_15-11	0	0	252	252	0	253	92	0	0	0	254	254	0	0	253	251	0	252	0	0	0	0	0	0	0	51	254	227	0	16	254	0	0	86	0	253	254	1	246	0	0	171	0	104	241	255	15	54	184	0	0	0	0	0	128	254	0	0	72	0	0	114	240	253	0	1	0	0	0	0	0	0	0	165	202	26	34	254	0	0	0	140	0	241	255	253	0	214	210	0	0	0	34	83	170	255	254	126	0	253
pos_15-12	0	2	253	117	0	128	120	79	159	0	254	250	0	0	254	220	0	252	0	0	71	0	0	0	0	51	254	253	0	44	198	0	0	191	0	197	254	0	199	0	0	0	1	252	253	141	133	77	253	0	31	0	0	0	32	253	0	0	0	0	87	197	253	253	0	134	32	0	3	169	0	63	0	250	241	0	34	254	22	0	227	230	0	31	255	86	0	254	41	0	0	0	34	1	255	255	254	252	207	204
pos_15-13	0	13	252	0	0	129	150	152	239	21	254	252	0	0	253	220	0	252	160	0	171	0	0	0	0	78	254	253	0	44	0	0	0	191	16	84	254	0	129	0	0	0	172	252	253	0	133	44	253	0	71	9	7	0	82	254	0	0	0	0	253	251	205	253	237	253	229	64	171	254	0	236	0	252	254	0	130	254	253	0	253	241	0	0	255	0	0	254	0	0	0	226	34	6	57	255	254	254	254	243
pos_15-14	0	13	131	131	0	253	254	242	48	107	254	254	0	0	253	220	0	92	252	0	253	180	19	0	0	51	149	253	0	193	0	62	0	205	203	0	254	122	206	0	0	0	254	253	255	0	190	24	253	86	180	109	157	81	197	254	7	12	0	0	253	253	170	253	122	253	253	255	255	253	0	234	191	172	134	0	207	254	253	198	254	236	0	18	255	0	160	254	0	0	10	253	34	114	0	255	254	254	254	253
pos_15-15	0	7	30	253	0	255	254	216	0	170	215	254	0	25	217	235	0	44	252	4	253	254	107	0	0	194	228	255	0	241	0	246	0	253	242	0	195	254	254	0	0	0	196	167	253	0	252	48	253	255	252	254	254	251	252	254	201	201	0	128	253	251	139	253	0	180	231	255	254	114	0	54	252	101	6	2	254	254	0	255	253	253	132	209	255	0	254	255	0	118	100	161	181	254	0	191	254	254	253	253
pos_15-16	0	0	0	168	0	253	254	13	0	170	207	254	0	253	254	229	0	27	98	187	253	243	253	0	0	254	254	253	0	252	0	253	0	253	104	0	117	87	254	89	0	0	0	0	253	0	252	84	236	141	253	237	253	248	253	254	254	253	0	190	158	56	234	209	0	0	0	255	111	0	0	0	252	253	0	182	254	254	0	255	253	168	252	253	255	0	174	189	0	236	250	0	160	254	0	0	254	118	184	237
pos_15-17	164	156	0	0	0	253	251	0	0	182	117	254	0	253	253	252	0	9	0	252	253	30	252	198	64	157	254	253	0	252	0	253	0	253	4	0	188	0	176	252	10	0	0	0	10	0	252	254	42	0	252	39	253	64	252	254	254	253	33	0	11	0	254	169	0	0	0	191	0	0	0	0	108	185	234	244	255	254	0	0	253	14	107	253	255	0	0	51	0	51	253	0	0	194	0	0	254	0	216	214
pos_15-18	253	252	0	0	0	253	51	0	0	253	79	254	0	253	75	252	0	181	0	247	133	0	196	253	255	10	207	253	0	169	0	142	0	233	0	0	254	0	0	252	185	0	0	0	0	0	115	148	0	0	180	0	178	0	252	254	245	253	229	0	0	0	253	52	0	0	0	0	0	0	0	0	0	1	238	32	209	254	0	86	253	0	0	253	255	0	0	0	0	0	174	0	0	7	170	0	225	0	254	247
pos_15-19	253	252	0	0	0	145	0	0	0	193	154	254	134	32	0	252	0	252	0	99	0	0	47	253	255	0	67	208	2	53	0	2	0	32	0	0	67	0	0	252	254	0	0	0	0	0	0	0	0	0	16	0	10	0	28	254	44	253	254	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	13	0	24	228	0	255	229	0	0	253	255	0	0	0	0	0	97	0	0	0	226	0	0	0	254	253
pos_15-20	0	201	10	0	0	144	0	0	0	135	239	254	254	0	0	214	126	252	0	253	0	0	0	0	255	0	0	24	157	0	0	0	0	0	20	0	0	0	0	252	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	253	255	0	0	0	127	0	143	0	0	0	6	0	0	0	0	0	0	0	0	73	0	29	205	0	0	253	255	0	0	0	0	0	10	0	0	0	0	0	0	0	254	213
pos_15-21	0	4	212	0	0	160	0	0	0	49	237	254	103	0	0	12	253	208	0	252	0	0	0	0	64	0	0	0	254	0	0	0	0	0	250	0	0	0	0	47	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	194	104	0	0	0	0	0	214	0	0	0	137	0	0	0	0	0	0	0	0	5	0	0	165	0	0	253	128	0	0	0	0	0	118	0	0	0	0	0	0	0	75	0
pos_15-22	0	0	41	0	84	253	0	0	0	7	58	253	0	0	0	0	35	0	0	126	0	0	0	0	0	0	0	0	68	0	0	0	91	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	112	0	0	0	0	0	0	0	0	0	8	0	0	111	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0
pos_15-23	0	0	0	0	253	208	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0
pos_15-24	0	0	0	0	234	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
