	('Numbers: Two-6454', 'Digit: Two')	('Numbers: Seven-4107', 'Digit: Seven')	('Numbers: Two-1266', 'Digit: Two')	('Numbers: Seven-4453', 'Digit: Seven')	('Numbers: Nine-1124', 'Digit: Nine')	('Numbers: Five-4731', 'Digit: Five')	('Numbers: Eight-3406', 'Digit: Eight')	('Numbers: Three-6237', 'Digit: Three')	('Numbers: Seven-4649', 'Digit: Seven')	('Numbers: Eight-1750', 'Digit: Eight')	('Numbers: Eight-4604', 'Digit: Eight')	('Numbers: Six-4615', 'Digit: Six')	('Numbers: Zero-1358', 'Digit: Zero')	('Numbers: Three-2169', 'Digit: Three')	('Numbers: Three-1800', 'Digit: Three')	('Numbers: Nine-367', 'Digit: Nine')	('Numbers: Eight-3313', 'Digit: Eight')	('Numbers: Eight-5053', 'Digit: Eight')	('Numbers: Zero-4861', 'Digit: Zero')	('Numbers: One-2000', 'Digit: One')	('Numbers: Nine-380', 'Digit: Nine')	('Numbers: Nine-5591', 'Digit: Nine')	('Numbers: Nine-1176', 'Digit: Nine')	('Numbers: Nine-1274', 'Digit: Nine')	('Numbers: Four-440', 'Digit: Four')	('Numbers: One-6191', 'Digit: One')	('Numbers: Nine-2385', 'Digit: Nine')	('Numbers: Zero-1578', 'Digit: Zero')	('Numbers: Seven-192', 'Digit: Seven')	('Numbers: Four-1581', 'Digit: Four')	('Numbers: Four-1418', 'Digit: Four')	('Numbers: Three-6908', 'Digit: Three')	('Numbers: Two-196', 'Digit: Two')	('Numbers: Three-3418', 'Digit: Three')	('Numbers: One-4620', 'Digit: One')	('Numbers: Four-4666', 'Digit: Four')	('Numbers: Seven-3400', 'Digit: Seven')	('Numbers: Eight-2817', 'Digit: Eight')	('Numbers: Eight-3698', 'Digit: Eight')	('Numbers: Zero-5893', 'Digit: Zero')	('Numbers: Eight-4110', 'Digit: Eight')	('Numbers: Three-2232', 'Digit: Three')	('Numbers: Three-550', 'Digit: Three')	('Numbers: Seven-6222', 'Digit: Seven')	('Numbers: Two-1375', 'Digit: Two')	('Numbers: Zero-87', 'Digit: Zero')	('Numbers: Seven-177', 'Digit: Seven')	('Numbers: Seven-5490', 'Digit: Seven')	('Numbers: Five-5151', 'Digit: Five')	('Numbers: Six-5683', 'Digit: Six')	('Numbers: Six-4309', 'Digit: Six')	('Numbers: Zero-3223', 'Digit: Zero')	('Numbers: One-5083', 'Digit: One')	('Numbers: Two-6379', 'Digit: Two')	('Numbers: Five-2067', 'Digit: Five')	('Numbers: Two-5965', 'Digit: Two')	('Numbers: One-5138', 'Digit: One')	('Numbers: One-5827', 'Digit: One')	('Numbers: Eight-5077', 'Digit: Eight')	('Numbers: Nine-5864', 'Digit: Nine')	('Numbers: Eight-4288', 'Digit: Eight')	('Numbers: Zero-6617', 'Digit: Zero')	('Numbers: Four-6078', 'Digit: Four')	('Numbers: Eight-538', 'Digit: Eight')	('Numbers: Eight-699', 'Digit: Eight')	('Numbers: One-6520', 'Digit: One')	('Numbers: Seven-5242', 'Digit: Seven')	('Numbers: Four-1193', 'Digit: Four')	('Numbers: Five-5481', 'Digit: Five')	('Numbers: Zero-2402', 'Digit: Zero')	('Numbers: Two-3998', 'Digit: Two')	('Numbers: Three-1004', 'Digit: Three')	('Numbers: Three-3872', 'Digit: Three')	('Numbers: Three-4269', 'Digit: Three')	('Numbers: Two-2499', 'Digit: Two')	('Numbers: Nine-1744', 'Digit: Nine')	('Numbers: Three-5096', 'Digit: Three')	('Numbers: Zero-44', 'Digit: Zero')	('Numbers: Two-12', 'Digit: Two')	('Numbers: Four-1062', 'Digit: Four')	('Numbers: Seven-3896', 'Digit: Seven')	('Numbers: Four-6417', 'Digit: Four')	('Numbers: One-4148', 'Digit: One')	('Numbers: One-7346', 'Digit: One')	('Numbers: Four-3173', 'Digit: Four')	('Numbers: Seven-6680', 'Digit: Seven')	('Numbers: One-3946', 'Digit: One')	('Numbers: Six-3104', 'Digit: Six')	('Numbers: Zero-4221', 'Digit: Zero')	('Numbers: Eight-2878', 'Digit: Eight')	('Numbers: Two-3441', 'Digit: Two')	('Numbers: Three-6402', 'Digit: Three')	('Numbers: Eight-1512', 'Digit: Eight')	('Numbers: Five-1165', 'Digit: Five')	('Numbers: Eight-6226', 'Digit: Eight')	('Numbers: Six-3943', 'Digit: Six')	('Numbers: Zero-5326', 'Digit: Zero')	('Numbers: Nine-5164', 'Digit: Nine')	('Numbers: Four-5991', 'Digit: Four')	('Numbers: Eight-972', 'Digit: Eight')
pos_13-17	65	252	240	118	253	0	220	0	126	0	215	0	0	0	0	243	114	107	0	4	253	149	255	253	25	0	200	0	0	207	215	252	0	253	0	253	253	253	21	0	200	252	0	254	253	51	253	253	0	191	253	0	0	110	77	254	0	0	253	247	253	0	254	213	124	0	0	252	21	228	230	0	0	254	251	253	204	0	0	253	89	252	0	13	224	110	0	254	22	249	254	0	197	253	252	0	12	254	254	252
pos_13-18	0	187	251	253	252	0	37	0	248	0	0	0	0	0	0	253	86	233	0	0	253	0	114	22	240	0	253	0	0	254	10	252	0	161	0	106	253	253	2	0	0	252	0	212	183	253	253	130	0	108	253	240	0	253	0	251	0	0	117	253	175	0	254	42	249	0	0	252	151	253	145	0	0	253	152	252	253	0	0	253	254	252	0	0	5	0	0	238	252	236	254	0	76	173	252	0	235	253	183	252
pos_13-19	0	0	253	253	20	0	0	0	49	0	0	0	0	0	0	171	86	252	195	0	253	0	0	0	253	0	208	0	0	159	0	252	0	91	0	0	51	253	29	0	0	252	0	8	0	254	253	6	0	5	253	254	0	253	0	102	0	0	0	227	45	24	156	0	253	0	233	253	240	253	0	0	0	254	0	252	18	0	0	188	254	253	0	0	0	0	0	156	252	99	254	0	0	10	164	0	53	234	2	252
pos_13-20	0	0	231	135	0	0	0	0	0	0	0	0	170	0	0	0	0	212	254	0	74	0	0	0	213	0	69	0	0	0	0	252	0	15	0	0	0	204	58	12	0	253	0	0	0	181	86	0	0	0	253	192	0	108	0	0	0	0	0	29	45	252	7	0	199	0	253	252	255	253	0	0	0	140	0	102	0	0	0	0	254	252	0	0	0	0	0	83	253	0	254	0	0	0	42	0	0	13	0	174
pos_13-21	0	0	47	0	0	0	0	0	0	0	0	0	255	0	0	0	0	89	39	0	0	0	0	0	12	0	0	113	0	0	0	23	0	0	0	0	0	19	142	224	0	239	0	0	0	11	7	0	0	0	253	0	0	0	0	0	0	0	0	0	17	240	0	0	13	0	86	252	254	60	0	0	0	0	0	0	0	0	0	0	47	252	0	0	0	0	0	0	63	0	14	0	0	0	11	0	0	0	0	34
pos_13-22	0	0	139	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	142	254	0	62	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	226	160	0	0	0	0	0	0	0	0	171	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0
pos_13-23	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	53	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	5	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_13-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_13-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_13-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_13-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-5	0	0	72	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0
pos_14-6	0	0	96	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	114	0	0	95	0	0	0	0	82	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	252	0	0	0	0	0	0	0	0	0	68	0	0	254	174	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	17	254	0
pos_14-7	0	0	234	0	254	0	0	0	0	0	0	0	226	0	0	163	0	0	0	0	0	0	0	0	210	0	0	254	0	0	214	0	0	0	0	243	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	254	0	0	0	0	252	0	0	0	0	0	0	0	0	0	245	0	151	254	252	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	224	174	0
pos_14-8	0	0	253	0	172	0	0	0	0	0	0	0	226	0	0	224	0	9	40	0	0	0	170	1	253	0	0	254	0	63	254	0	0	0	0	253	0	0	0	0	138	0	0	0	0	85	0	0	68	0	170	84	0	1	0	0	0	0	62	253	0	220	254	0	1	0	0	252	0	44	0	0	0	0	0	226	0	253	0	253	254	252	0	0	0	0	0	85	0	0	0	0	0	233	0	0	0	160	15	0
pos_14-9	0	0	255	0	51	0	0	0	0	0	0	28	0	59	0	20	29	166	254	0	2	0	255	179	253	0	228	226	0	254	254	0	0	0	0	252	0	0	20	0	204	0	38	0	0	255	0	0	201	8	253	254	0	73	0	0	0	0	241	253	0	253	254	0	48	0	0	253	0	253	0	0	0	0	0	255	0	253	0	253	197	253	0	0	174	0	0	253	168	0	8	0	5	70	0	255	0	0	0	49
pos_14-10	0	0	253	0	31	0	0	85	0	0	0	212	0	217	0	0	226	252	255	0	128	193	0	161	15	0	158	21	0	254	182	0	0	107	0	252	0	0	204	0	210	255	253	0	0	254	0	0	201	206	253	254	0	52	0	0	0	0	253	253	228	252	254	0	174	0	0	252	0	253	0	104	0	0	0	228	0	194	13	200	17	248	0	0	253	111	0	226	254	44	61	0	187	20	0	255	30	0	74	252
pos_14-11	38	0	253	0	0	0	38	253	0	13	20	253	0	254	43	0	255	245	39	0	236	253	0	59	0	0	8	0	0	254	52	0	0	253	0	215	0	0	224	0	254	253	253	0	0	159	0	0	202	254	129	134	0	0	0	0	0	0	253	253	253	183	254	0	253	0	0	252	0	253	0	222	0	0	0	91	0	27	184	22	0	246	0	0	168	118	0	38	253	253	61	0	252	0	0	255	253	0	222	252
pos_14-12	154	0	253	0	0	0	222	253	0	224	102	253	0	254	244	0	226	96	0	223	253	253	0	59	0	0	64	0	0	137	0	0	43	253	0	157	0	14	91	0	254	250	206	0	8	0	0	0	201	241	20	0	0	0	0	0	0	0	253	253	253	0	254	77	253	0	0	252	0	244	115	253	140	1	0	141	0	0	254	0	0	252	0	14	0	0	52	185	127	206	175	25	252	0	22	0	135	0	254	252
pos_14-13	252	0	253	0	0	55	253	213	0	254	195	203	0	254	159	41	141	0	0	253	253	253	0	59	0	156	84	0	0	33	0	255	233	141	253	57	0	95	91	0	254	211	156	0	191	0	0	14	228	24	220	0	160	0	0	0	254	128	253	253	253	0	254	237	196	223	0	252	0	0	209	252	234	4	60	154	0	0	254	0	0	200	40	200	0	0	253	250	0	21	209	195	252	0	253	0	0	60	254	196
pos_14-14	252	0	195	0	0	246	253	37	0	254	240	31	0	255	0	132	86	0	0	254	253	253	0	133	0	253	192	0	226	91	0	253	193	76	252	172	0	237	95	0	254	211	46	19	253	0	0	163	244	0	253	0	254	0	0	0	253	255	253	234	253	0	224	253	58	253	0	253	0	0	253	196	253	4	255	253	0	0	192	0	0	190	253	253	0	0	253	253	0	19	61	254	252	0	253	0	0	214	182	230
pos_14-15	252	157	214	0	0	154	255	0	0	255	254	0	0	254	0	213	141	34	0	122	254	254	0	243	0	253	244	0	250	123	47	253	28	76	253	252	0	253	95	0	254	107	0	193	253	0	10	253	80	5	253	0	177	0	163	29	254	223	254	147	253	0	254	253	59	255	0	252	0	0	252	10	116	89	253	253	0	0	0	0	0	137	161	253	204	96	176	254	0	159	96	249	252	0	255	0	0	253	83	252
pos_14-16	50	252	253	0	102	207	253	0	7	99	254	0	0	204	0	41	255	158	0	0	253	253	226	254	11	154	253	0	22	254	248	253	0	76	151	253	230	253	119	0	254	106	0	254	253	63	177	253	0	111	218	0	0	42	253	229	253	0	253	73	199	0	254	207	222	161	0	252	0	0	252	0	0	131	253	253	0	0	0	168	50	117	0	85	253	240	0	253	0	253	238	127	242	50	239	0	0	253	160	253
pos_14-17	0	252	253	223	254	0	56	0	211	0	215	0	0	20	0	203	255	239	0	0	253	70	255	254	210	0	253	0	0	254	170	253	0	128	0	252	253	253	236	0	254	106	0	254	253	254	253	225	0	249	158	0	0	233	190	254	0	0	253	167	88	0	254	24	251	0	0	252	0	228	132	0	0	228	169	254	90	0	0	253	231	252	0	0	138	27	0	253	22	171	253	0	10	131	106	0	75	254	254	252
pos_14-18	0	113	253	253	253	0	0	0	164	0	0	0	0	0	0	254	255	252	10	0	253	0	0	22	253	0	157	0	0	254	0	253	0	197	0	187	219	253	190	0	223	106	0	52	76	254	253	25	0	254	104	137	0	252	8	243	0	0	200	253	16	0	232	0	242	0	29	252	0	253	0	0	0	253	59	253	252	0	0	253	254	252	0	0	0	0	0	253	253	45	253	0	0	253	0	191	213	253	123	160
pos_14-19	0	0	255	253	0	0	0	0	0	0	0	0	0	0	0	91	255	161	209	0	204	0	0	0	253	0	2	0	0	102	0	253	0	253	0	169	0	230	253	17	37	150	0	0	0	234	144	0	0	173	214	254	0	241	0	0	0	0	0	198	0	76	23	0	66	0	239	253	10	253	0	0	0	254	0	156	185	0	0	188	254	243	0	0	0	0	0	253	253	0	193	0	0	91	0	255	12	128	0	11
pos_14-20	0	0	253	115	0	0	0	0	0	0	0	0	170	0	0	0	198	20	173	0	19	0	0	0	90	0	0	0	0	0	0	253	0	204	0	170	0	23	153	178	0	237	0	0	0	13	7	0	0	8	253	237	0	77	0	0	0	0	0	0	0	252	0	0	4	0	231	252	180	253	0	0	0	252	0	0	0	0	0	0	163	158	0	0	0	0	0	245	255	0	44	0	0	0	0	255	0	0	0	4
pos_14-21	0	0	253	0	0	0	0	0	0	0	0	0	255	0	0	0	29	0	0	0	0	0	0	0	0	0	0	207	0	0	0	144	0	77	0	82	0	0	140	253	0	253	0	0	0	0	0	0	0	0	253	14	0	0	0	0	0	0	0	0	0	221	0	0	0	0	28	252	254	60	0	0	0	29	0	0	0	146	0	0	2	221	0	0	0	0	0	116	63	0	3	0	0	0	0	255	0	0	0	0
pos_14-22	0	0	253	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	20	205	0	236	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	252	254	0	0	0	0	0	0	0	0	253	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0
pos_14-23	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	24	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	99	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-5	0	0	170	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	155	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
pos_15-6	0	0	251	0	20	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	118	0	0	231	0	0	0	0	0	0	0	197	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	252	0	0	0	0	0	0	0	0	0	190	0	0	254	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	45	0
pos_15-7	0	0	251	0	172	0	0	0	0	0	0	0	255	0	0	162	0	0	0	0	0	0	0	0	253	0	0	254	0	10	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	69	0	0	0	0	49	0	0	6	0	0	0	0	0	26	0	104	254	0	0	0	0	252	0	0	0	0	0	0	0	0	0	252	0	47	254	253	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	225	0	0
pos_15-8	0	0	251	0	252	0	0	0	0	0	0	0	255	0	0	203	0	0	47	0	0	0	170	0	253	0	0	230	0	195	122	0	0	0	0	253	0	0	0	0	0	0	0	0	0	248	0	0	0	0	248	55	0	120	0	0	0	0	0	246	0	253	254	0	0	0	0	252	0	93	0	0	0	0	0	225	0	252	0	248	125	253	0	0	0	0	0	136	22	0	5	0	0	41	0	0	0	254	0	0
pos_15-9	0	0	241	0	253	0	0	128	0	0	0	197	0	138	0	0	141	0	253	0	0	0	255	174	139	0	188	47	0	254	214	0	0	0	0	252	0	0	0	0	0	0	9	0	0	254	0	0	0	0	253	248	0	252	0	0	0	0	46	253	81	255	254	0	0	0	0	253	0	253	0	151	0	0	0	253	0	137	98	253	19	255	0	0	174	0	0	253	225	0	131	0	0	0	0	255	0	162	0	24
pos_15-10	76	0	244	0	232	0	0	239	0	0	0	253	0	254	0	0	255	166	226	93	0	207	0	254	0	0	248	0	0	254	254	0	0	25	0	252	0	0	141	0	6	168	143	0	0	169	0	0	0	183	253	254	0	231	0	0	0	0	130	253	248	218	209	0	0	0	0	252	0	253	0	246	83	0	0	252	0	0	215	253	0	249	0	0	253	61	0	213	253	10	253	0	37	0	50	255	112	161	0	149
pos_15-11	237	0	251	0	203	0	131	253	0	111	0	253	0	254	22	0	255	253	21	255	58	253	0	254	0	0	240	0	0	254	254	0	0	61	0	252	0	0	254	0	51	132	232	0	68	22	0	0	0	254	22	134	0	181	0	0	0	0	175	250	253	32	186	0	46	0	0	252	0	253	38	252	207	0	0	252	0	0	253	205	0	230	0	0	168	111	0	196	252	163	253	0	224	0	164	128	186	128	0	250
pos_15-12	253	0	251	0	203	0	252	253	10	253	0	253	0	223	231	163	57	253	0	254	221	253	0	254	0	0	253	0	0	254	157	0	164	111	0	253	0	14	254	0	243	58	253	0	167	0	0	0	0	254	77	0	0	181	0	0	0	0	175	176	253	0	98	13	129	0	0	226	0	195	219	253	255	0	68	252	0	0	232	130	0	135	0	87	0	0	142	253	126	253	253	73	252	0	195	0	3	161	133	253
pos_15-13	252	0	251	0	203	0	252	106	35	253	0	24	0	182	219	243	0	200	0	254	224	253	0	254	0	151	253	0	57	254	52	114	253	22	254	252	0	96	254	0	254	0	253	0	253	0	0	149	0	129	253	0	160	182	0	0	253	241	175	94	253	0	62	221	245	221	0	147	0	0	253	252	253	0	228	253	0	0	79	130	0	63	210	253	0	0	253	240	0	153	253	246	252	0	252	0	0	254	253	253
pos_15-14	127	16	253	0	203	24	252	78	52	245	190	0	0	150	0	131	0	162	0	0	224	218	0	250	0	253	228	0	252	254	0	242	85	0	253	252	0	237	254	0	254	0	237	79	253	0	0	253	161	0	253	0	255	139	0	27	251	253	229	37	235	0	32	253	254	251	0	253	0	0	255	252	161	0	253	252	0	0	18	130	0	0	253	253	69	0	253	137	0	193	254	254	252	0	252	0	0	254	254	253
pos_15-15	28	216	251	0	203	38	253	40	52	254	254	0	0	223	0	10	0	253	0	0	254	219	170	207	0	247	254	0	249	254	131	249	0	0	254	252	70	253	254	0	252	0	76	254	253	12	77	253	211	0	130	0	206	58	12	211	253	108	255	0	154	0	213	253	255	253	0	252	0	0	228	228	160	0	251	252	0	0	0	130	0	0	161	253	253	202	176	78	0	253	253	254	252	0	253	0	0	254	254	253
pos_15-16	0	253	251	19	223	209	252	0	164	235	254	0	0	254	0	0	0	253	0	0	253	190	255	134	132	50	243	0	19	254	254	205	0	0	91	253	254	253	255	0	251	0	0	254	253	219	253	230	0	0	15	0	16	221	190	254	251	0	254	0	15	0	254	207	248	62	0	252	0	42	140	214	111	0	235	252	0	0	0	212	160	7	0	55	253	155	0	78	0	194	253	253	127	0	89	0	0	254	254	242
