	('Numbers: Zero-6893', 'Digit: Zero')	('Numbers: Zero-5527', 'Digit: Zero')	('Numbers: Three-3542', 'Digit: Three')	('Numbers: One-1307', 'Digit: One')	('Numbers: Four-5143', 'Digit: Four')	('Numbers: Three-3684', 'Digit: Three')	('Numbers: Nine-2060', 'Digit: Nine')	('Numbers: Zero-6385', 'Digit: Zero')	('Numbers: Seven-6004', 'Digit: Seven')	('Numbers: Zero-835', 'Digit: Zero')	('Numbers: Five-3702', 'Digit: Five')	('Numbers: Six-4719', 'Digit: Six')	('Numbers: Two-6328', 'Digit: Two')	('Numbers: Seven-4120', 'Digit: Seven')	('Numbers: Three-4074', 'Digit: Three')	('Numbers: Four-3566', 'Digit: Four')	('Numbers: Nine-6048', 'Digit: Nine')	('Numbers: Five-5969', 'Digit: Five')	('Numbers: Five-3018', 'Digit: Five')	('Numbers: Eight-3396', 'Digit: Eight')
pos_20-6	200	0	0	0	0	0	0	252	0	0	0	0	0	0	99	0	0	0	159	0
pos_20-7	0	111	60	0	0	0	0	233	0	30	10	0	0	0	137	0	0	186	0	0
pos_20-8	0	248	238	0	0	0	0	85	0	226	4	40	0	0	209	0	0	253	0	135
pos_20-9	0	251	252	0	0	0	13	85	0	253	4	175	32	0	209	0	0	253	0	254
pos_20-10	63	253	141	12	0	0	188	131	112	166	66	253	254	23	209	0	0	243	0	208
pos_20-11	77	185	0	237	0	0	50	225	252	34	204	253	254	234	209	0	0	173	0	7
pos_20-12	128	32	0	253	0	0	0	225	252	0	253	253	254	253	210	27	29	54	0	0
pos_20-13	200	32	0	175	0	24	0	240	253	0	255	253	254	253	209	252	226	26	0	6
pos_20-14	253	32	0	25	0	161	0	253	172	0	253	253	254	218	209	252	255	0	0	170
pos_20-15	198	191	0	0	0	238	69	252	33	20	156	253	254	0	151	253	141	0	0	255
pos_20-16	50	236	0	0	206	82	254	252	0	41	0	254	254	0	99	229	0	98	0	173
pos_20-17	0	251	0	0	254	0	82	195	0	90	0	244	254	0	22	20	0	243	46	0
pos_20-18	0	251	15	0	100	0	0	89	0	241	0	82	254	0	0	0	0	253	160	0
pos_20-19	0	231	54	0	0	0	0	0	0	253	0	12	254	0	0	0	0	253	236	0
pos_20-20	0	39	190	0	0	0	0	0	0	245	0	0	254	0	0	0	0	253	253	0
pos_20-21	0	0	252	0	0	0	0	0	0	67	0	0	254	0	0	0	0	93	253	0
pos_20-22	0	0	252	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	215	0
pos_20-23	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0
pos_20-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-4	216	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	102	0
pos_21-5	253	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	251	0
pos_21-6	242	0	0	0	0	0	0	252	0	0	13	0	0	0	0	0	0	0	224	0
pos_21-7	113	0	81	0	0	0	0	252	0	0	172	0	0	0	0	0	0	26	131	0
pos_21-8	180	221	252	0	0	0	0	252	0	129	178	0	0	0	0	0	0	115	41	199
pos_21-9	201	251	252	9	0	0	30	253	147	253	179	5	32	0	0	0	0	243	41	253
pos_21-10	251	253	239	147	0	0	253	252	246	253	139	24	254	139	0	0	0	253	13	78
pos_21-11	253	251	159	253	0	0	233	252	252	238	252	117	254	253	0	7	0	253	0	0
pos_21-12	253	251	41	253	0	23	89	252	252	161	252	233	254	253	0	133	114	253	0	8
pos_21-13	234	251	41	164	0	157	0	252	128	161	253	253	254	253	0	252	255	211	22	166
pos_21-14	170	251	41	0	0	245	0	253	8	161	189	253	254	81	0	252	198	175	41	253
pos_21-15	28	253	41	0	0	70	134	233	0	206	19	253	164	0	0	253	0	174	41	192
pos_21-16	0	251	90	0	93	0	241	164	0	253	0	254	136	0	0	54	0	245	90	14
pos_21-17	0	251	173	0	255	0	11	19	0	253	0	251	136	0	0	0	0	253	241	0
pos_21-18	0	219	194	0	246	0	0	0	0	253	0	88	136	0	0	0	0	253	253	0
pos_21-19	0	47	252	0	28	0	0	0	0	246	0	0	179	0	0	0	0	253	253	0
pos_21-20	0	0	252	0	0	0	0	0	0	108	0	0	208	0	0	0	0	247	204	0
pos_21-21	0	0	252	0	0	0	0	0	0	0	0	0	136	0	0	0	0	78	80	0
pos_21-22	0	0	252	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	34	0
pos_21-23	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-4	90	0	0	0	0	24	0	101	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-5	253	0	0	0	0	32	0	233	0	0	0	0	0	0	0	0	0	0	89	0
pos_22-6	253	0	0	0	0	0	0	252	0	0	107	0	0	0	0	0	0	0	223	0
pos_22-7	253	0	72	0	0	0	0	252	0	0	252	0	0	0	0	0	0	0	253	0
pos_22-8	253	67	246	0	0	0	0	252	0	34	252	0	0	0	0	0	0	0	253	199
pos_22-9	253	228	252	35	0	21	29	253	162	216	203	0	1	12	0	0	0	103	253	188
pos_22-10	253	253	252	253	0	33	246	252	253	253	177	0	104	165	0	0	0	253	189	37
pos_22-11	253	251	252	253	0	139	253	252	245	253	252	0	255	253	0	125	0	253	161	89
pos_22-12	190	251	252	253	0	250	250	233	73	253	252	50	255	253	0	252	226	253	161	210
pos_22-13	62	251	252	141	0	242	217	145	0	253	106	132	227	143	0	252	255	253	210	253
pos_22-14	0	251	253	0	0	156	195	84	0	253	19	242	39	10	0	252	114	255	255	194
pos_22-15	0	253	252	0	0	0	246	56	0	255	0	253	2	0	0	253	0	253	253	13
pos_22-16	0	243	252	0	6	0	185	0	0	253	0	191	0	0	0	13	0	253	253	0
pos_22-17	0	109	252	0	215	0	0	0	0	253	0	132	0	0	0	0	0	253	253	0
pos_22-18	0	23	252	0	254	0	0	0	0	199	0	51	0	0	0	0	0	253	246	0
pos_22-19	0	0	252	0	30	0	0	0	0	78	0	0	2	0	0	0	0	253	226	0
pos_22-20	0	0	252	0	0	0	0	0	0	0	0	0	4	0	0	0	0	199	71	0
pos_22-21	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-22	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-23	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-4	2	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-5	89	0	0	0	0	252	0	38	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-6	215	0	0	0	0	179	0	221	0	0	7	0	0	0	0	0	0	0	40	0
pos_23-7	253	0	0	0	0	179	0	252	0	0	65	0	0	0	0	0	0	0	219	0
pos_23-8	253	0	84	0	0	179	0	252	0	0	40	0	0	0	0	0	0	0	240	199
pos_23-9	203	59	204	35	0	225	0	253	80	32	253	0	0	50	0	0	0	23	250	253
pos_23-10	132	95	248	253	0	253	67	204	174	120	151	0	0	253	0	0	0	198	253	254
pos_23-11	17	212	252	253	0	253	250	112	58	211	116	0	0	253	0	96	86	240	253	253
pos_23-12	7	251	252	244	0	215	253	37	0	253	40	0	0	253	0	252	255	240	253	244
pos_23-13	0	251	252	25	0	48	253	0	0	253	0	0	0	7	0	252	198	253	253	156
pos_23-14	0	251	253	0	0	0	254	0	0	253	0	0	0	0	0	252	0	255	255	16
pos_23-15	0	95	252	0	0	0	242	0	0	255	0	0	0	0	0	247	0	253	253	0
pos_23-16	0	82	252	0	0	0	30	0	0	126	0	0	0	0	0	12	0	253	253	0
pos_23-17	0	0	252	0	212	0	0	0	0	120	0	0	0	0	0	0	0	253	242	0
pos_23-18	0	0	248	0	254	0	0	0	0	19	0	0	0	0	0	0	0	250	106	0
pos_23-19	0	0	238	0	30	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0
pos_23-20	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0
pos_23-21	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-4	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-5	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-6	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-7	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-8	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	64
pos_24-9	0	0	0	35	0	191	0	0	0	0	0	0	0	50	0	0	0	0	89	194
pos_24-10	0	0	82	253	0	145	0	0	0	0	0	0	0	253	0	0	0	0	120	228
pos_24-11	0	0	119	253	0	46	55	0	0	0	0	0	0	253	0	19	114	0	120	111
pos_24-12	0	0	196	69	0	30	161	0	0	0	0	0	0	253	0	132	255	7	120	36
pos_24-13	0	0	252	0	0	0	200	0	0	0	0	0	0	7	0	252	170	190	120	0
pos_24-14	0	0	120	0	0	0	170	0	0	0	0	0	0	0	0	181	0	255	121	0
pos_24-15	0	0	119	0	0	0	36	0	0	0	0	0	0	0	0	63	0	253	120	0
pos_24-16	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	120	0
pos_24-17	0	0	119	0	90	0	0	0	0	0	0	0	0	0	0	0	0	211	19	0
pos_24-18	0	0	88	0	163	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0
pos_24-19	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-9	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0
pos_25-10	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0
pos_25-11	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	141	0	0	0
pos_25-12	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	226	0	0	0
pos_25-13	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	57	0	0	0
pos_25-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
