	('Numbers: Six-5412', 'Digit: Six')	('Numbers: Eight-2745', 'Digit: Eight')	('Numbers: Six-6037', 'Digit: Six')	('Numbers: One-1273', 'Digit: One')	('Numbers: One-598', 'Digit: One')	('Numbers: Four-1005', 'Digit: Four')	('Numbers: Seven-1977', 'Digit: Seven')	('Numbers: Seven-2666', 'Digit: Seven')	('Numbers: Five-5014', 'Digit: Five')	('Numbers: Nine-4486', 'Digit: Nine')	('Numbers: Six-6621', 'Digit: Six')	('Numbers: Two-4846', 'Digit: Two')	('Numbers: Three-1486', 'Digit: Three')	('Numbers: Six-1951', 'Digit: Six')	('Numbers: One-3429', 'Digit: One')	('Numbers: Four-2228', 'Digit: Four')	('Numbers: Two-3769', 'Digit: Two')	('Numbers: One-681', 'Digit: One')	('Numbers: Five-2810', 'Digit: Five')	('Numbers: Seven-87', 'Digit: Seven')	('Numbers: Eight-5682', 'Digit: Eight')	('Numbers: Two-4199', 'Digit: Two')	('Numbers: One-7523', 'Digit: One')	('Numbers: Eight-4301', 'Digit: Eight')	('Numbers: Five-6210', 'Digit: Five')	('Numbers: Eight-4909', 'Digit: Eight')	('Numbers: Four-1754', 'Digit: Four')	('Numbers: Seven-846', 'Digit: Seven')	('Numbers: Five-3968', 'Digit: Five')	('Numbers: Zero-4847', 'Digit: Zero')	('Numbers: Four-3079', 'Digit: Four')	('Numbers: Two-5022', 'Digit: Two')	('Numbers: Seven-6162', 'Digit: Seven')	('Numbers: Six-1968', 'Digit: Six')	('Numbers: Zero-1752', 'Digit: Zero')	('Numbers: Three-1116', 'Digit: Three')	('Numbers: One-779', 'Digit: One')	('Numbers: Six-2739', 'Digit: Six')	('Numbers: Six-5802', 'Digit: Six')	('Numbers: One-1141', 'Digit: One')	('Numbers: Six-4825', 'Digit: Six')	('Numbers: Eight-6079', 'Digit: Eight')	('Numbers: Nine-2694', 'Digit: Nine')	('Numbers: Eight-5120', 'Digit: Eight')	('Numbers: Five-266', 'Digit: Five')	('Numbers: Five-610', 'Digit: Five')	('Numbers: Three-3565', 'Digit: Three')	('Numbers: Five-2641', 'Digit: Five')	('Numbers: Five-3873', 'Digit: Five')	('Numbers: Seven-3338', 'Digit: Seven')	('Numbers: Nine-2432', 'Digit: Nine')	('Numbers: Zero-1570', 'Digit: Zero')	('Numbers: Two-4134', 'Digit: Two')	('Numbers: Four-6635', 'Digit: Four')	('Numbers: Zero-6517', 'Digit: Zero')	('Numbers: Three-577', 'Digit: Three')	('Numbers: One-2438', 'Digit: One')	('Numbers: Three-1150', 'Digit: Three')	('Numbers: Seven-7076', 'Digit: Seven')	('Numbers: Three-4759', 'Digit: Three')	('Numbers: Four-3569', 'Digit: Four')	('Numbers: Two-4095', 'Digit: Two')	('Numbers: Eight-3781', 'Digit: Eight')	('Numbers: Seven-3928', 'Digit: Seven')	('Numbers: Zero-2194', 'Digit: Zero')	('Numbers: Four-5574', 'Digit: Four')	('Numbers: Seven-1917', 'Digit: Seven')	('Numbers: Five-3163', 'Digit: Five')	('Numbers: Seven-1900', 'Digit: Seven')	('Numbers: Five-5339', 'Digit: Five')	('Numbers: Nine-1420', 'Digit: Nine')	('Numbers: One-3830', 'Digit: One')	('Numbers: Three-494', 'Digit: Three')	('Numbers: Four-1890', 'Digit: Four')	('Numbers: Three-1440', 'Digit: Three')	('Numbers: Nine-1134', 'Digit: Nine')	('Numbers: Eight-1420', 'Digit: Eight')	('Numbers: Two-5060', 'Digit: Two')	('Numbers: Six-5137', 'Digit: Six')	('Numbers: Four-4197', 'Digit: Four')	('Numbers: Eight-1014', 'Digit: Eight')	('Numbers: One-1537', 'Digit: One')	('Numbers: Two-596', 'Digit: Two')	('Numbers: One-1152', 'Digit: One')	('Numbers: Two-1650', 'Digit: Two')	('Numbers: One-1857', 'Digit: One')	('Numbers: Three-4425', 'Digit: Three')	('Numbers: One-5739', 'Digit: One')	('Numbers: Seven-2546', 'Digit: Seven')	('Numbers: Two-2406', 'Digit: Two')	('Numbers: Four-5075', 'Digit: Four')	('Numbers: Three-6805', 'Digit: Three')	('Numbers: Four-4893', 'Digit: Four')	('Numbers: Nine-2721', 'Digit: Nine')	('Numbers: Zero-4198', 'Digit: Zero')	('Numbers: Two-4837', 'Digit: Two')	('Numbers: Seven-5045', 'Digit: Seven')	('Numbers: Zero-4403', 'Digit: Zero')	('Numbers: Two-3210', 'Digit: Two')	('Numbers: Five-3960', 'Digit: Five')
pos_13-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_13-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_13-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
pos_14-5	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	28	0	0	0	254	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	134	0	0	0	0	0
pos_14-6	113	0	94	0	0	253	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	182	253	0	0	0	0	0	233	0	0	0	253	0	0	0	0	0	0	0	0	252	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	251	0	128	0	254	0	0	0	0	217
pos_14-7	252	54	253	0	0	253	0	0	0	67	0	0	0	0	0	253	0	0	0	0	0	0	0	0	132	0	252	0	13	139	0	0	6	0	222	0	0	9	0	0	85	0	254	0	0	0	0	0	0	0	0	0	0	254	253	0	0	0	0	0	253	0	0	0	56	108	0	0	0	4	124	0	0	252	0	0	0	0	0	248	0	0	50	0	0	0	58	0	0	0	254	0	253	81	237	0	0	247	0	251
pos_14-8	252	160	253	0	0	253	0	0	50	251	189	0	0	49	0	253	0	0	0	0	0	0	0	0	254	0	252	0	138	254	0	0	36	0	253	0	0	204	0	0	249	0	93	0	0	0	0	0	0	0	255	0	0	254	253	0	0	0	0	0	253	0	0	0	0	253	0	0	0	199	252	0	31	252	0	0	0	0	0	140	0	0	253	0	0	0	250	0	0	0	229	0	253	253	45	0	0	253	0	251
pos_14-9	245	251	124	0	0	254	0	0	233	250	253	0	124	253	0	253	0	0	0	0	0	0	0	0	254	0	253	0	143	127	175	0	10	0	172	232	0	254	81	0	253	40	9	0	76	51	0	0	0	0	255	128	0	245	108	0	0	0	0	0	118	0	0	0	0	253	0	0	0	247	178	0	253	212	20	0	0	0	139	54	0	0	253	0	0	0	252	0	0	0	210	0	226	253	0	0	0	185	0	253
pos_14-10	87	254	0	0	0	253	0	0	254	149	253	0	66	253	0	253	0	0	0	0	0	0	0	64	254	0	252	0	143	0	254	0	0	170	0	253	0	156	237	0	199	151	0	0	137	252	3	15	130	0	255	255	0	96	37	0	0	0	0	215	0	0	0	0	0	148	0	0	9	90	81	0	253	211	65	248	63	0	254	84	32	0	253	0	0	0	252	0	0	0	210	0	20	203	0	0	0	8	0	251
pos_14-11	0	238	0	70	0	200	0	0	254	32	11	0	3	200	0	253	0	20	0	0	2	0	0	255	254	66	252	0	147	0	169	84	0	253	0	253	0	0	254	0	0	253	0	17	137	253	57	230	253	0	255	255	0	96	0	0	0	0	0	254	0	0	191	0	0	0	0	0	135	0	161	0	253	211	65	31	253	47	211	112	249	0	253	0	0	0	142	0	0	191	210	128	132	106	0	0	0	0	0	251
pos_14-12	0	252	0	229	25	138	0	0	254	8	0	49	0	14	0	253	0	204	79	0	181	0	2	255	232	229	242	0	205	0	69	253	0	241	0	253	0	0	210	21	0	253	19	130	138	252	45	254	253	0	255	191	0	116	0	0	0	0	0	254	0	0	255	0	0	0	0	0	174	0	244	0	253	211	17	0	252	224	7	112	244	0	253	0	128	155	74	0	0	253	138	128	201	192	0	0	0	0	0	251
pos_14-13	0	214	0	253	183	164	0	0	254	29	0	233	49	16	43	253	0	253	254	0	253	0	251	255	98	253	211	0	253	0	195	253	0	0	0	255	70	0	50	212	62	253	237	251	121	253	128	252	197	0	255	64	0	174	0	0	107	0	0	254	0	136	255	0	0	0	0	0	233	0	215	152	253	211	0	0	215	254	9	112	42	195	253	141	254	254	11	234	0	254	125	255	253	211	0	0	0	0	0	251
pos_14-14	54	172	0	253	253	235	0	85	166	53	0	253	66	95	253	254	25	253	106	0	252	26	254	255	14	229	107	0	253	0	253	49	0	0	0	253	255	0	34	252	228	253	254	253	54	252	245	155	13	0	255	0	0	175	0	0	254	0	0	241	0	253	255	157	0	0	0	0	254	0	98	253	253	219	0	150	210	254	192	112	150	254	253	252	254	254	11	254	0	211	125	255	253	253	0	0	0	0	0	253
pos_14-15	227	254	57	253	253	253	148	252	0	171	0	255	66	163	253	253	186	255	0	121	253	38	230	255	0	223	106	28	254	0	254	0	0	10	0	253	254	0	0	246	254	253	254	185	137	253	254	155	0	15	255	0	0	234	0	0	254	36	233	187	0	253	255	253	0	0	0	0	254	0	0	103	253	252	0	254	250	214	238	112	255	149	253	234	156	251	11	254	98	38	211	255	253	253	0	0	0	0	0	251
pos_14-16	253	252	250	104	198	253	253	252	0	245	139	218	142	253	84	253	253	253	0	233	253	173	23	255	0	253	106	253	253	0	254	0	0	29	0	253	244	79	0	132	253	203	254	48	203	252	254	253	0	193	255	0	0	254	0	0	71	217	252	98	168	105	255	130	0	53	175	0	254	0	73	0	253	252	133	88	253	88	254	163	185	0	253	22	0	67	115	209	254	101	254	255	253	253	0	0	107	0	0	251
pos_14-17	252	189	253	0	46	254	247	252	0	253	241	32	254	253	0	253	253	97	0	254	160	255	0	255	0	253	106	253	253	0	254	0	83	41	0	229	0	254	147	0	218	48	254	207	253	183	157	254	0	253	255	0	0	254	0	164	0	253	252	98	253	0	64	0	0	253	253	82	254	0	252	0	71	252	253	0	231	0	254	229	0	0	253	0	0	0	252	0	143	254	254	255	253	239	0	57	252	16	47	251
pos_14-18	252	52	253	0	0	253	90	165	0	247	253	0	54	253	0	206	253	0	0	254	2	149	0	191	0	102	211	253	237	0	253	0	252	66	0	31	0	254	254	0	159	0	254	253	163	20	0	161	0	180	255	0	64	254	42	254	0	253	252	98	226	0	0	0	0	43	253	173	254	0	234	0	0	252	238	0	106	0	254	254	0	0	214	0	0	0	249	0	0	39	254	255	253	33	0	253	253	253	230	251
pos_14-19	252	0	253	0	0	253	0	6	0	55	253	0	0	253	0	0	126	0	0	152	0	37	0	64	0	14	253	170	197	0	197	0	229	19	18	0	0	254	161	0	184	0	254	253	0	0	0	0	0	4	255	64	255	255	253	68	0	253	252	255	0	0	0	0	0	0	60	253	254	0	0	0	0	253	26	0	4	0	254	143	0	0	22	0	0	0	103	0	0	0	73	64	253	0	0	161	233	253	0	253
pos_14-20	252	0	253	0	0	253	0	0	0	0	253	0	0	226	0	0	2	0	0	0	0	28	0	0	0	0	252	0	24	0	18	0	37	0	224	0	0	254	0	0	253	0	34	93	0	0	0	0	0	0	0	255	255	199	253	0	0	253	116	254	0	0	0	0	0	0	0	214	148	0	0	0	0	239	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	43	170	0	210
pos_14-21	253	0	253	0	0	254	0	0	0	0	141	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	146	0	0	0	0	253	0	0	254	0	0	253	0	0	0	0	0	0	0	0	0	0	255	255	3	253	0	0	14	0	193	0	0	0	0	0	0	0	10	0	0	0	0	0	228	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	25
pos_14-22	252	0	245	0	0	64	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	113	0	0	140	0	0	177	0	0	0	0	0	0	0	0	0	0	64	64	0	179	0	0	0	0	5	0	0	0	0	116	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0
pos_14-23	252	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0
pos_14-24	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0
pos_14-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-5	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	177	0	0	0	255	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	64	0	0	0	0	0
pos_15-6	113	0	62	0	0	253	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	106	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	206	253	0	0	0	0	0	253	0	0	0	254	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	40	0	191	0	253	0	0	0	0	156
pos_15-7	252	0	250	0	0	253	0	0	0	0	25	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	106	0	0	153	0	0	0	0	222	0	0	48	0	0	94	0	253	0	0	0	0	0	0	0	0	0	0	253	253	0	0	0	0	0	253	0	0	0	56	71	0	0	0	7	25	0	0	253	0	0	0	0	0	90	0	0	231	0	0	0	0	0	0	0	63	0	253	19	253	0	0	247	0	180
pos_15-8	252	0	253	0	0	253	0	0	141	130	219	0	0	49	0	254	0	0	0	0	0	0	0	0	113	0	150	0	0	237	0	0	0	0	253	0	0	251	81	0	253	0	231	0	0	0	0	0	0	0	128	191	0	253	253	0	0	0	0	0	184	0	0	0	0	253	0	0	0	202	172	0	12	253	0	0	0	0	10	206	0	0	253	0	0	0	93	0	0	0	28	0	253	194	84	0	0	242	0	232
pos_15-9	223	33	124	0	0	254	0	0	254	253	253	0	0	253	0	254	0	0	0	0	0	0	0	64	188	0	212	0	0	28	175	0	0	7	172	126	0	251	251	0	232	0	146	0	0	0	0	0	0	0	255	255	0	254	104	0	0	0	0	0	24	0	0	0	0	253	0	0	0	254	244	0	166	254	0	0	0	0	225	254	0	0	253	0	0	0	178	0	0	0	0	0	198	253	0	0	0	83	0	255
pos_15-10	0	109	0	75	0	253	0	0	254	253	89	0	0	253	0	207	0	23	0	0	0	0	0	191	225	0	225	0	0	0	253	54	0	187	0	252	0	117	253	0	66	8	138	0	0	82	0	0	46	0	255	255	0	253	0	0	0	0	0	162	22	0	0	0	0	220	0	0	132	151	253	0	193	253	0	248	0	93	232	254	0	0	253	0	0	0	75	0	0	0	0	0	95	253	0	0	0	0	0	253
pos_15-11	0	172	0	249	12	253	0	0	254	253	1	9	0	145	0	188	120	200	0	0	0	21	0	255	254	0	253	0	0	0	252	248	0	252	0	232	0	0	253	0	0	150	206	101	0	203	0	53	235	0	255	255	0	253	0	0	0	0	0	253	22	0	191	0	0	141	0	0	254	196	253	0	118	253	0	48	191	245	16	201	182	0	253	0	0	3	0	0	0	199	0	0	247	253	0	26	0	0	0	201
pos_15-12	0	236	0	253	153	253	0	0	254	204	0	197	0	42	0	220	88	252	142	0	62	105	96	255	254	9	253	0	0	0	252	253	0	139	0	186	0	0	9	144	9	253	237	254	0	243	0	109	253	0	255	64	0	253	0	0	0	0	0	253	22	86	255	0	0	88	0	0	254	205	197	0	94	253	0	0	253	254	19	184	254	33	253	0	128	181	0	0	0	128	0	0	253	253	0	68	0	0	0	253
pos_15-13	38	254	0	253	236	254	0	0	254	253	0	252	0	195	0	254	6	252	233	0	253	207	254	255	254	254	253	0	0	0	254	79	0	0	0	187	132	0	0	253	181	253	253	248	0	234	0	64	253	0	255	0	0	253	0	0	203	0	85	200	22	251	255	66	0	58	0	0	254	205	14	152	94	253	0	9	253	240	186	152	233	243	253	141	253	253	0	234	0	152	0	0	253	253	0	78	0	0	0	201
pos_15-14	224	254	40	253	253	253	78	85	224	254	92	252	0	253	192	255	185	252	26	30	253	244	254	255	209	255	255	0	0	0	253	0	0	38	0	232	254	0	0	252	253	253	253	145	0	253	90	0	188	0	255	0	0	254	0	0	254	0	230	30	22	253	255	254	0	88	0	0	254	205	0	252	118	255	0	174	253	104	254	69	254	254	253	252	253	253	0	254	0	253	0	0	253	253	0	47	0	0	0	202
pos_15-15	252	254	216	184	220	253	244	252	58	253	218	218	0	254	255	254	253	253	0	233	251	255	131	255	66	254	253	77	63	0	253	0	0	172	0	252	253	66	0	215	254	253	236	13	0	254	226	0	58	156	255	0	0	253	0	0	241	0	253	0	124	208	255	222	0	6	85	0	254	146	0	61	221	253	0	241	243	18	254	37	220	69	253	252	39	144	0	254	138	246	70	128	253	253	0	26	0	0	0	253
pos_15-16	253	216	253	3	58	253	253	252	0	253	241	33	0	253	85	254	253	252	0	254	126	254	0	255	0	254	253	253	139	0	254	0	75	252	0	252	125	247	0	0	176	185	237	0	19	253	254	165	0	253	255	0	0	253	0	0	55	29	252	0	212	24	255	19	0	53	242	0	254	106	76	0	253	253	101	11	106	0	243	28	37	0	253	28	0	0	24	125	255	234	254	255	253	245	0	5	44	0	0	242
pos_15-17	252	24	253	0	0	254	231	252	0	253	252	0	57	253	0	254	253	26	0	254	8	255	0	255	0	192	253	253	249	0	253	0	243	253	0	252	0	254	47	0	38	0	253	26	236	254	238	254	0	238	255	0	0	253	0	42	0	114	252	0	253	0	0	0	0	253	253	0	254	41	253	0	207	253	253	0	0	0	178	54	0	0	253	0	0	0	210	0	60	254	254	255	253	67	0	178	252	58	139	180
pos_15-18	230	0	243	0	0	253	0	47	0	171	253	0	250	253	0	254	253	0	0	173	0	254	0	128	0	12	253	217	255	0	185	0	252	252	0	154	0	254	253	0	0	0	253	232	246	213	10	217	0	57	255	64	64	253	42	251	0	245	252	0	240	0	0	0	0	43	233	92	254	0	234	0	71	236	253	0	0	0	66	223	0	0	253	0	0	0	253	0	0	23	254	255	253	0	0	252	253	253	230	180
pos_15-19	129	0	165	0	0	253	0	0	0	0	253	0	96	253	0	205	122	0	0	14	0	255	0	0	0	0	255	36	254	0	3	0	83	224	3	6	0	212	211	0	46	0	202	253	50	21	0	30	0	0	64	255	255	254	253	209	0	252	200	254	84	0	0	0	0	0	14	252	254	0	0	0	0	247	136	0	0	0	104	8	0	0	170	0	0	0	172	0	0	0	73	255	253	0	0	160	167	236	0	255
pos_15-20	84	0	172	0	0	253	0	0	0	0	251	0	0	253	0	20	0	0	0	0	0	247	0	0	0	0	151	0	177	0	0	0	0	19	134	0	0	254	0	0	232	0	0	93	0	0	0	0	0	0	0	255	255	239	253	8	0	252	11	253	130	0	0	11	0	0	0	213	148	0	0	0	0	211	0	0	0	0	239	0	0	0	81	0	0	0	2	0	0	0	0	64	206	0	0	0	0	67	0	253
pos_15-21	253	0	253	0	0	197	0	0	0	0	67	0	0	48	0	0	0	0	0	0	0	171	0	0	0	0	0	0	3	188	0	0	0	0	253	0	0	233	0	0	253	0	0	0	0	0	0	0	0	0	0	128	191	41	253	0	0	136	0	253	190	0	0	150	0	0	0	10	0	0	0	0	0	167	0	0	0	0	68	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	35
pos_15-22	252	0	253	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	228	0	0	0	0	113	0	0	38	0	0	135	0	0	0	0	0	0	0	0	0	0	0	64	0	179	0	0	0	0	19	172	0	0	34	57	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0
pos_15-23	252	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0
pos_15-24	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0
