	('Numbers: Five-415', 'Digit: Five')	('Numbers: Nine-384', 'Digit: Nine')	('Numbers: Five-1053', 'Digit: Five')	('Numbers: Zero-4050', 'Digit: Zero')	('Numbers: Nine-1168', 'Digit: Nine')	('Numbers: Four-2898', 'Digit: Four')	('Numbers: Four-581', 'Digit: Four')	('Numbers: Nine-5642', 'Digit: Nine')	('Numbers: Eight-2938', 'Digit: Eight')	('Numbers: Six-6833', 'Digit: Six')	('Numbers: Seven-4468', 'Digit: Seven')	('Numbers: Four-5666', 'Digit: Four')	('Numbers: Nine-4606', 'Digit: Nine')	('Numbers: Eight-390', 'Digit: Eight')	('Numbers: Four-5698', 'Digit: Four')	('Numbers: Six-1727', 'Digit: Six')	('Numbers: Two-5048', 'Digit: Two')	('Numbers: Eight-366', 'Digit: Eight')	('Numbers: Seven-4900', 'Digit: Seven')	('Numbers: Three-6403', 'Digit: Three')	('Numbers: Three-5275', 'Digit: Three')	('Numbers: Six-3744', 'Digit: Six')	('Numbers: Two-6710', 'Digit: Two')	('Numbers: Zero-1168', 'Digit: Zero')	('Numbers: Nine-3366', 'Digit: Nine')	('Numbers: Three-2189', 'Digit: Three')	('Numbers: One-677', 'Digit: One')	('Numbers: Four-2498', 'Digit: Four')	('Numbers: Five-5069', 'Digit: Five')	('Numbers: Six-2133', 'Digit: Six')	('Numbers: Five-5824', 'Digit: Five')	('Numbers: Four-3050', 'Digit: Four')	('Numbers: Four-4032', 'Digit: Four')	('Numbers: Four-1676', 'Digit: Four')	('Numbers: One-1327', 'Digit: One')	('Numbers: Zero-739', 'Digit: Zero')	('Numbers: Four-6723', 'Digit: Four')	('Numbers: Five-5878', 'Digit: Five')	('Numbers: Nine-5629', 'Digit: Nine')	('Numbers: Five-1417', 'Digit: Five')	('Numbers: Seven-5775', 'Digit: Seven')	('Numbers: Two-3308', 'Digit: Two')	('Numbers: Four-352', 'Digit: Four')	('Numbers: Six-282', 'Digit: Six')	('Numbers: Nine-2749', 'Digit: Nine')	('Numbers: Nine-814', 'Digit: Nine')	('Numbers: Nine-4747', 'Digit: Nine')	('Numbers: Six-4959', 'Digit: Six')	('Numbers: Zero-4199', 'Digit: Zero')	('Numbers: Four-5781', 'Digit: Four')	('Numbers: Five-3182', 'Digit: Five')	('Numbers: Three-2589', 'Digit: Three')	('Numbers: One-2362', 'Digit: One')	('Numbers: Two-748', 'Digit: Two')	('Numbers: Four-963', 'Digit: Four')	('Numbers: Four-1407', 'Digit: Four')	('Numbers: Four-326', 'Digit: Four')	('Numbers: Six-1136', 'Digit: Six')	('Numbers: Eight-6239', 'Digit: Eight')	('Numbers: Six-4017', 'Digit: Six')	('Numbers: Eight-3449', 'Digit: Eight')	('Numbers: Three-6740', 'Digit: Three')	('Numbers: One-1538', 'Digit: One')	('Numbers: Five-6142', 'Digit: Five')	('Numbers: Seven-5258', 'Digit: Seven')	('Numbers: Six-798', 'Digit: Six')	('Numbers: Zero-1284', 'Digit: Zero')	('Numbers: Six-4793', 'Digit: Six')	('Numbers: Nine-4737', 'Digit: Nine')	('Numbers: Five-1111', 'Digit: Five')	('Numbers: Eight-6210', 'Digit: Eight')	('Numbers: Six-1878', 'Digit: Six')	('Numbers: Four-6734', 'Digit: Four')	('Numbers: Six-744', 'Digit: Six')	('Numbers: One-6533', 'Digit: One')	('Numbers: Nine-1858', 'Digit: Nine')	('Numbers: Four-4623', 'Digit: Four')	('Numbers: Eight-2929', 'Digit: Eight')	('Numbers: One-6463', 'Digit: One')	('Numbers: Six-6336', 'Digit: Six')	('Numbers: Five-5127', 'Digit: Five')	('Numbers: One-5887', 'Digit: One')	('Numbers: Six-1829', 'Digit: Six')	('Numbers: Seven-1986', 'Digit: Seven')	('Numbers: Nine-5875', 'Digit: Nine')	('Numbers: Two-6550', 'Digit: Two')	('Numbers: Six-145', 'Digit: Six')	('Numbers: Eight-3480', 'Digit: Eight')	('Numbers: Three-4486', 'Digit: Three')	('Numbers: Six-5853', 'Digit: Six')	('Numbers: Seven-5337', 'Digit: Seven')	('Numbers: Seven-4517', 'Digit: Seven')	('Numbers: Four-345', 'Digit: Four')	('Numbers: Two-77', 'Digit: Two')	('Numbers: Eight-61', 'Digit: Eight')	('Numbers: One-5720', 'Digit: One')	('Numbers: One-6008', 'Digit: One')	('Numbers: Four-4423', 'Digit: Four')	('Numbers: Three-901', 'Digit: Three')	('Numbers: One-2838', 'Digit: One')
pos_14-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-4	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-5	0	227	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	169	0	0	0	0	34	0	0	0	0	0	132	0	0	0	42	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	134	0	0
pos_14-6	0	203	0	217	0	54	0	98	0	0	0	253	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	239	0	0	254	0	0	0	0	252	0	0	0	0	28	253	0	0	0	145	60	0	0	0	0	254	0	0	0	0	0	0	108	0	0	0	0	0	136	0	0	253	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	24	0	0	0	0	0	254	0	0
pos_14-7	0	24	0	252	0	253	0	251	0	107	0	128	0	0	37	254	0	0	0	0	0	0	0	0	244	0	0	128	0	0	0	174	24	0	0	253	64	0	253	0	0	0	0	252	0	0	235	0	243	253	0	0	0	223	254	0	0	112	0	229	0	0	0	0	0	225	253	0	0	0	0	0	253	0	0	102	0	0	0	4	0	0	0	21	0	253	0	0	0	0	0	24	110	0	0	0	0	254	0	0
pos_14-8	115	0	38	252	20	253	51	246	0	253	0	0	0	0	253	254	0	0	0	0	0	0	0	85	253	0	0	255	16	0	0	173	108	116	0	61	255	0	114	0	0	0	33	44	142	0	253	0	33	253	0	0	0	253	254	0	0	253	0	0	0	67	0	0	0	252	253	0	35	0	0	8	253	34	0	0	211	0	0	140	0	0	123	64	234	253	0	0	0	217	0	19	254	0	0	0	0	255	32	0
pos_14-9	254	0	163	252	240	82	241	84	0	253	0	0	0	0	242	38	70	0	0	0	0	166	117	253	124	0	0	255	239	166	0	0	253	253	0	0	255	0	0	0	0	0	253	0	254	255	253	190	0	241	0	0	0	253	254	176	128	253	0	0	0	252	0	147	0	252	221	255	102	0	0	186	253	243	0	13	253	0	0	253	0	0	243	15	253	253	0	18	0	251	0	0	206	0	0	0	0	225	217	0
pos_14-10	254	0	242	231	82	3	179	0	0	208	0	0	154	0	74	0	250	0	0	0	0	253	166	198	0	0	0	128	169	254	0	0	253	254	0	0	255	0	0	0	0	0	253	138	96	255	192	244	0	95	76	0	0	253	254	254	255	237	0	0	15	252	12	254	0	252	35	191	189	0	0	254	253	254	0	24	252	0	0	253	128	0	253	0	153	253	230	209	195	251	0	0	18	0	0	0	0	99	252	0
pos_14-11	133	0	241	51	0	0	4	0	0	12	0	0	253	0	5	0	253	0	0	0	7	131	217	141	0	0	0	0	0	21	132	0	253	69	0	0	191	0	0	0	0	0	158	246	0	255	13	0	0	95	215	0	0	253	232	254	191	32	50	0	189	252	252	254	0	0	0	0	189	23	5	121	253	227	0	125	179	0	0	253	241	0	252	0	42	253	253	252	208	180	0	0	0	0	114	0	0	3	252	0
pos_14-12	0	0	253	0	0	57	0	0	21	0	0	0	253	38	0	0	88	14	0	10	38	0	237	0	0	0	137	0	4	0	254	0	198	0	7	0	0	0	0	0	0	0	8	252	22	255	58	0	0	95	244	0	0	150	176	254	0	38	245	181	253	252	252	13	0	0	0	191	119	96	14	0	253	89	91	221	132	0	0	103	252	0	253	0	0	253	135	252	161	0	0	0	15	7	170	0	14	0	252	0
pos_14-13	0	0	253	0	0	231	0	0	237	117	0	0	253	147	0	0	0	187	0	131	0	31	254	0	3	0	254	0	80	7	30	0	177	0	212	0	0	0	0	1	0	0	0	252	153	255	119	0	0	95	245	0	146	203	56	254	0	211	243	254	211	252	252	0	39	0	0	255	84	168	95	15	253	4	253	253	211	85	17	0	253	70	171	0	0	253	172	252	76	192	0	0	70	160	0	223	253	0	252	156
pos_14-14	0	0	254	0	0	253	0	0	255	251	0	0	197	234	0	190	0	254	0	253	0	167	254	0	27	0	255	0	244	131	0	0	177	0	253	0	0	181	0	113	0	19	0	252	254	255	253	0	0	95	232	0	252	253	0	254	0	253	35	234	253	253	252	0	232	0	0	255	102	252	177	84	253	23	253	251	247	254	254	95	253	254	91	31	0	235	252	252	26	251	0	9	154	254	0	253	255	0	253	253
pos_14-15	0	0	253	0	136	253	0	78	216	253	38	0	97	252	74	254	0	254	0	252	28	254	254	0	149	0	39	0	246	239	0	22	230	0	255	0	0	253	0	253	0	191	0	253	249	255	253	0	0	119	230	1	253	253	6	254	0	253	0	39	253	252	252	0	253	0	0	255	145	252	231	167	253	5	255	196	225	255	235	253	255	133	30	248	19	145	221	253	0	251	0	195	229	250	170	255	146	0	202	253
pos_14-16	0	18	253	0	225	253	214	216	0	253	253	13	253	252	252	159	0	254	0	142	240	253	254	0	236	59	0	191	126	181	0	255	253	0	196	0	128	253	254	253	132	252	99	252	235	255	253	0	0	253	246	84	145	237	202	254	255	244	36	0	90	252	132	0	253	0	0	128	247	241	121	230	253	12	193	113	252	254	52	239	253	0	0	153	79	39	184	168	0	253	0	253	254	61	198	63	0	25	14	158
pos_14-17	61	220	253	0	15	253	254	254	0	253	253	218	253	231	165	16	0	249	172	20	212	253	254	169	253	205	0	255	67	97	0	156	253	192	0	0	255	211	253	187	252	187	253	252	254	255	253	58	0	253	241	228	0	117	254	254	255	184	162	0	0	252	4	0	148	19	0	191	252	135	143	253	253	116	0	38	252	254	0	160	178	0	0	0	79	0	196	0	110	230	0	253	254	0	0	0	0	254	0	11
pos_14-18	201	253	254	0	0	224	5	254	0	253	126	253	193	56	0	0	0	8	254	0	7	253	254	254	253	254	0	128	223	92	0	0	239	253	0	0	255	76	254	0	253	0	253	252	135	0	244	223	0	253	36	220	0	0	75	167	128	98	253	0	0	252	0	0	0	166	0	255	252	0	243	249	253	241	0	0	252	117	0	160	132	0	193	0	168	0	252	0	224	215	93	253	221	0	0	0	0	252	0	0
pos_14-19	254	30	97	0	152	0	0	154	0	253	0	255	0	13	0	0	0	0	69	0	0	179	19	253	218	132	0	0	149	118	0	0	24	72	0	0	128	0	253	0	130	0	212	252	0	0	96	227	0	253	0	75	0	0	0	0	0	237	122	0	0	136	0	0	0	234	0	255	225	0	231	199	233	253	0	0	89	0	0	11	105	0	252	0	235	0	196	0	232	230	254	253	149	0	0	0	0	69	0	0
pos_14-20	248	0	0	0	254	0	0	0	0	253	0	253	0	0	0	0	0	0	0	0	0	0	0	254	48	0	0	0	0	237	0	0	24	0	0	0	0	0	114	0	0	0	0	252	0	0	0	0	139	253	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	252	0	255	21	0	83	46	148	252	0	161	0	0	0	0	9	0	213	0	254	0	48	0	43	251	253	253	97	0	0	0	0	0	0	0
pos_14-21	96	0	0	150	75	0	0	0	0	48	0	65	0	0	105	118	0	0	0	0	0	0	0	253	0	0	0	0	0	228	0	0	9	20	0	0	0	0	0	0	0	0	0	211	0	0	0	0	107	196	0	0	0	0	0	0	0	127	0	237	0	0	0	0	0	253	41	255	0	0	2	0	7	91	0	253	0	0	0	0	0	0	10	0	203	0	0	0	0	253	230	136	31	0	0	0	0	0	0	0
pos_14-22	1	0	0	252	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	104	0	67	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	203	253	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	5	0	0	0	0	0	0	0
pos_14-23	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	43	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0
pos_14-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-4	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-5	0	46	0	99	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	168	0	0	0	0	6	0	0	0	0	0	132	0	0	0	253	0	0	0	0	0	254	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0
pos_15-6	0	253	0	242	0	13	0	0	0	0	0	236	0	0	0	29	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	6	47	16	0	253	64	0	253	0	0	0	0	146	0	0	0	0	8	253	0	0	0	253	1	0	0	0	0	254	0	0	0	0	0	0	168	0	0	0	0	0	43	0	0	253	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	253	0	0
pos_15-7	0	202	0	252	0	168	0	164	0	107	0	21	0	0	37	254	0	0	0	0	0	0	131	0	244	0	0	128	0	0	0	254	253	131	0	253	191	0	251	0	0	0	0	252	0	0	235	0	160	253	0	0	0	253	74	0	0	112	0	237	0	0	0	0	0	209	252	0	0	0	0	0	196	0	0	253	0	0	0	0	0	0	21	0	0	253	0	0	0	0	0	0	226	0	0	0	0	253	0	0
pos_15-8	28	55	0	252	0	253	163	254	0	253	0	0	0	0	253	254	27	0	0	0	0	0	222	85	253	0	0	255	0	0	0	237	253	254	0	61	255	0	114	0	0	0	98	193	205	0	253	0	160	253	0	0	0	225	54	0	0	253	0	72	0	68	0	0	0	252	252	0	0	0	0	109	253	177	0	185	212	0	0	65	0	0	254	0	234	253	0	0	0	217	0	0	254	0	0	0	0	242	0	0
pos_15-9	239	0	0	252	236	253	254	245	0	253	0	0	0	0	253	38	208	0	0	0	0	166	253	251	150	0	0	255	234	242	0	109	253	228	0	0	255	0	0	0	0	0	253	66	238	191	253	190	0	253	0	0	0	217	38	10	128	253	0	0	51	253	0	89	0	252	59	255	0	0	0	253	253	253	0	222	254	0	0	236	0	0	253	0	253	243	0	0	0	251	0	0	188	28	0	0	0	253	54	0
pos_15-10	211	0	47	76	205	198	147	123	0	253	0	0	4	0	253	0	253	0	0	0	0	253	254	253	53	0	0	255	235	254	0	201	253	66	0	0	255	0	0	0	0	0	234	219	41	255	253	248	0	253	0	0	0	248	121	118	255	162	15	0	186	253	12	247	0	252	0	255	0	0	0	254	253	226	0	253	253	0	0	253	0	0	254	0	254	172	230	18	12	251	0	0	160	31	0	0	0	253	253	0
pos_15-11	48	0	47	0	20	195	0	21	9	114	0	0	58	126	199	0	164	0	0	0	0	123	254	83	59	0	0	255	122	21	52	201	253	0	0	0	255	0	0	0	0	0	70	252	104	255	206	38	0	253	7	0	0	253	223	125	128	57	185	16	247	253	252	254	0	0	0	64	0	0	0	37	253	41	0	253	253	10	0	253	0	0	213	0	244	91	253	106	8	212	0	0	210	31	170	0	0	126	253	0
pos_15-12	0	0	84	0	0	232	0	0	163	0	0	0	132	237	125	0	10	3	0	0	0	0	254	0	156	0	136	255	162	0	251	148	253	0	91	0	255	0	57	0	0	0	0	252	217	255	242	0	0	253	44	0	0	253	254	125	0	239	245	204	129	253	252	228	0	0	0	255	0	0	0	136	253	0	69	254	253	118	0	237	93	0	123	0	234	49	252	224	0	47	0	0	224	131	114	16	70	15	253	44
pos_15-13	0	0	84	0	0	253	0	37	246	156	0	0	17	253	89	69	0	49	0	0	0	184	254	0	198	0	253	255	254	120	217	93	253	0	252	0	255	0	168	0	0	0	0	252	254	255	253	0	0	253	44	0	147	254	253	163	0	253	82	254	10	253	252	108	84	0	0	255	0	0	0	238	253	0	238	202	253	250	103	33	108	148	0	0	234	49	252	253	0	217	0	0	254	254	0	225	252	0	253	239
pos_15-14	0	0	84	0	0	158	0	126	254	253	60	0	6	252	89	252	0	254	0	62	0	253	254	0	253	0	254	128	203	250	166	93	253	0	252	0	255	9	169	55	0	107	0	252	223	128	253	0	0	253	6	0	253	253	227	254	128	243	0	241	135	255	252	13	253	0	0	255	0	0	0	253	253	0	252	79	255	253	254	81	223	254	0	152	234	37	218	253	0	251	0	0	254	250	0	251	253	0	255	253
pos_15-15	0	19	84	0	143	59	60	246	145	253	118	0	25	252	220	241	0	254	0	183	0	252	254	0	253	0	39	128	48	83	82	153	253	0	239	0	255	194	168	253	21	252	0	240	63	191	253	0	0	253	0	0	255	231	156	254	255	117	0	45	253	253	252	0	253	0	0	255	36	210	150	254	253	0	253	0	253	254	123	215	230	203	0	254	239	0	35	255	0	251	0	189	254	106	57	161	145	0	253	231
pos_15-16	0	184	190	0	126	236	226	254	0	253	253	101	253	202	253	48	0	255	0	254	114	202	254	0	253	0	0	191	0	0	7	254	253	114	33	0	255	252	253	253	254	252	99	179	210	255	253	0	0	253	151	0	146	72	254	222	255	67	0	0	245	253	43	0	237	76	0	0	241	244	254	233	253	0	192	0	253	253	0	249	252	0	0	128	253	0	0	253	0	253	0	253	254	0	226	16	0	25	204	35
pos_15-17	0	223	252	0	3	253	254	239	0	253	253	252	253	25	165	0	0	143	222	213	244	121	254	168	253	89	0	255	0	0	0	234	253	254	0	0	255	252	251	194	253	63	253	252	254	255	253	0	0	253	254	57	0	0	254	56	255	0	15	0	90	253	0	0	38	196	0	0	252	253	250	162	233	0	0	0	253	253	0	253	252	0	0	0	253	0	9	100	0	107	7	253	123	0	141	0	0	253	190	0
pos_15-18	47	253	253	0	95	224	81	254	0	253	216	252	134	0	0	0	0	1	189	82	157	248	254	253	149	253	0	128	169	0	0	155	253	254	0	0	255	137	253	0	254	0	253	252	130	0	120	119	0	253	173	253	0	0	75	9	128	0	224	0	0	253	0	0	0	252	0	191	252	222	170	233	88	11	0	0	253	199	0	253	252	0	132	0	253	0	196	0	118	0	204	253	13	0	0	0	0	205	25	0
pos_15-19	208	122	196	0	248	0	147	154	0	253	112	253	0	0	0	0	0	0	31	0	0	251	216	251	28	131	0	0	183	0	0	201	253	189	0	0	64	0	251	0	50	0	212	252	0	0	0	249	0	253	0	207	0	0	0	0	0	163	252	32	0	253	0	0	0	252	0	255	79	25	28	253	43	138	0	0	107	0	0	193	252	0	253	0	253	0	252	0	253	62	254	253	0	0	0	0	0	0	0	0
pos_15-20	254	0	0	105	218	0	119	0	0	253	95	153	0	0	0	0	0	0	0	0	0	62	95	253	0	0	0	0	0	109	0	201	253	222	0	0	0	0	0	0	0	0	0	252	0	0	0	66	114	253	0	0	0	0	0	0	0	253	80	133	0	142	0	0	0	252	0	255	0	0	0	233	0	254	0	161	0	0	0	38	221	0	244	0	222	0	179	0	168	220	254	162	0	0	0	0	0	0	0	0
pos_15-21	254	0	0	253	28	0	58	0	0	221	95	5	0	0	26	198	0	0	0	0	0	0	7	251	0	0	0	0	0	254	0	4	170	254	0	0	0	0	0	0	0	0	0	252	0	0	0	0	107	232	0	0	0	0	0	0	0	234	0	251	0	0	0	0	0	253	167	255	0	0	0	13	0	132	0	253	0	0	0	11	145	0	40	0	25	0	0	0	0	253	171	6	0	0	0	0	0	0	0	0
pos_15-22	33	0	0	252	0	0	0	0	0	48	14	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	71	254	0	42	0	0	0	0	0	0	0	226	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	252	252	128	0	0	0	0	0	0	0	137	0	0	0	0	32	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0
pos_15-23	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	253	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	149	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0
pos_15-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_16-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
