	('Numbers: Five-5988', 'Digit: Five')	('Numbers: Five-573', 'Digit: Five')	('Numbers: Six-5766', 'Digit: Six')	('Numbers: Eight-5687', 'Digit: Eight')	('Numbers: Zero-6374', 'Digit: Zero')	('Numbers: Six-4535', 'Digit: Six')	('Numbers: Nine-1353', 'Digit: Nine')	('Numbers: Three-4063', 'Digit: Three')	('Numbers: Two-2242', 'Digit: Two')	('Numbers: Six-4742', 'Digit: Six')	('Numbers: Six-4597', 'Digit: Six')	('Numbers: Six-3897', 'Digit: Six')	('Numbers: Three-6513', 'Digit: Three')	('Numbers: Seven-5026', 'Digit: Seven')	('Numbers: Four-6277', 'Digit: Four')	('Numbers: Four-307', 'Digit: Four')	('Numbers: Zero-2589', 'Digit: Zero')	('Numbers: Six-1819', 'Digit: Six')	('Numbers: One-2216', 'Digit: One')	('Numbers: Six-4625', 'Digit: Six')	('Numbers: Nine-6749', 'Digit: Nine')	('Numbers: Seven-5147', 'Digit: Seven')	('Numbers: Seven-791', 'Digit: Seven')	('Numbers: Zero-2997', 'Digit: Zero')	('Numbers: Five-5313', 'Digit: Five')	('Numbers: Four-6502', 'Digit: Four')	('Numbers: Four-2173', 'Digit: Four')	('Numbers: Four-459', 'Digit: Four')	('Numbers: Zero-3729', 'Digit: Zero')	('Numbers: Three-6213', 'Digit: Three')	('Numbers: Five-2201', 'Digit: Five')	('Numbers: Seven-1830', 'Digit: Seven')	('Numbers: Zero-4354', 'Digit: Zero')	('Numbers: Nine-3217', 'Digit: Nine')	('Numbers: Six-4860', 'Digit: Six')	('Numbers: Five-2026', 'Digit: Five')	('Numbers: Six-1078', 'Digit: Six')	('Numbers: Four-756', 'Digit: Four')	('Numbers: Two-771', 'Digit: Two')	('Numbers: Seven-1815', 'Digit: Seven')	('Numbers: Zero-69', 'Digit: Zero')	('Numbers: Five-517', 'Digit: Five')	('Numbers: One-282', 'Digit: One')	('Numbers: One-3358', 'Digit: One')	('Numbers: Eight-2356', 'Digit: Eight')	('Numbers: Five-1369', 'Digit: Five')	('Numbers: Seven-136', 'Digit: Seven')	('Numbers: Nine-3632', 'Digit: Nine')	('Numbers: One-5942', 'Digit: One')	('Numbers: Nine-3381', 'Digit: Nine')	('Numbers: Five-254', 'Digit: Five')	('Numbers: Seven-2310', 'Digit: Seven')	('Numbers: Seven-6546', 'Digit: Seven')	('Numbers: Nine-2265', 'Digit: Nine')	('Numbers: Nine-6823', 'Digit: Nine')	('Numbers: Four-2860', 'Digit: Four')	('Numbers: Seven-1241', 'Digit: Seven')	('Numbers: Six-3933', 'Digit: Six')	('Numbers: Zero-4387', 'Digit: Zero')	('Numbers: Two-681', 'Digit: Two')	('Numbers: Two-1467', 'Digit: Two')	('Numbers: Two-604', 'Digit: Two')	('Numbers: Three-6923', 'Digit: Three')	('Numbers: Three-1236', 'Digit: Three')	('Numbers: Six-5538', 'Digit: Six')	('Numbers: Two-2505', 'Digit: Two')	('Numbers: One-3389', 'Digit: One')	('Numbers: Two-6745', 'Digit: Two')	('Numbers: Six-991', 'Digit: Six')	('Numbers: One-5367', 'Digit: One')	('Numbers: Zero-4025', 'Digit: Zero')	('Numbers: Two-815', 'Digit: Two')	('Numbers: Seven-1293', 'Digit: Seven')	('Numbers: Nine-1222', 'Digit: Nine')	('Numbers: Nine-4416', 'Digit: Nine')	('Numbers: Eight-1341', 'Digit: Eight')	('Numbers: Four-4925', 'Digit: Four')	('Numbers: Four-1148', 'Digit: Four')	('Numbers: One-3820', 'Digit: One')	('Numbers: Four-6380', 'Digit: Four')	('Numbers: Seven-4339', 'Digit: Seven')	('Numbers: Eight-5763', 'Digit: Eight')	('Numbers: Seven-6757', 'Digit: Seven')	('Numbers: Six-3632', 'Digit: Six')	('Numbers: Six-1245', 'Digit: Six')	('Numbers: Six-185', 'Digit: Six')	('Numbers: Nine-2661', 'Digit: Nine')	('Numbers: Eight-5400', 'Digit: Eight')	('Numbers: Five-4818', 'Digit: Five')	('Numbers: Two-3886', 'Digit: Two')	('Numbers: Six-990', 'Digit: Six')	('Numbers: One-5209', 'Digit: One')	('Numbers: Five-6071', 'Digit: Five')	('Numbers: Two-5864', 'Digit: Two')	('Numbers: Five-5793', 'Digit: Five')	('Numbers: One-1519', 'Digit: One')	('Numbers: Nine-5532', 'Digit: Nine')	('Numbers: Eight-5622', 'Digit: Eight')	('Numbers: Six-3402', 'Digit: Six')	('Numbers: Six-5617', 'Digit: Six')	('Numbers: Nine-2337', 'Digit: Nine')	('Numbers: Nine-2358', 'Digit: Nine')	('Numbers: One-1599', 'Digit: One')	('Numbers: Five-212', 'Digit: Five')	('Numbers: Three-4839', 'Digit: Three')	('Numbers: Two-1259', 'Digit: Two')	('Numbers: Nine-6700', 'Digit: Nine')	('Numbers: Zero-2060', 'Digit: Zero')	('Numbers: Nine-2054', 'Digit: Nine')	('Numbers: Two-1757', 'Digit: Two')	('Numbers: Three-995', 'Digit: Three')	('Numbers: Four-6572', 'Digit: Four')	('Numbers: One-1005', 'Digit: One')	('Numbers: Nine-844', 'Digit: Nine')	('Numbers: Seven-3934', 'Digit: Seven')	('Numbers: Eight-1306', 'Digit: Eight')	('Numbers: Three-6550', 'Digit: Three')	('Numbers: Four-1088', 'Digit: Four')	('Numbers: Nine-4782', 'Digit: Nine')	('Numbers: Three-6425', 'Digit: Three')	('Numbers: Seven-1686', 'Digit: Seven')	('Numbers: Eight-2966', 'Digit: Eight')	('Numbers: Eight-6521', 'Digit: Eight')	('Numbers: Eight-3861', 'Digit: Eight')	('Numbers: Nine-4005', 'Digit: Nine')	('Numbers: Eight-4179', 'Digit: Eight')	('Numbers: Eight-2354', 'Digit: Eight')	('Numbers: Two-319', 'Digit: Two')	('Numbers: Seven-3948', 'Digit: Seven')	('Numbers: Seven-6843', 'Digit: Seven')	('Numbers: Six-308', 'Digit: Six')	('Numbers: Zero-2468', 'Digit: Zero')	('Numbers: Three-2349', 'Digit: Three')	('Numbers: Four-4980', 'Digit: Four')	('Numbers: Eight-2371', 'Digit: Eight')	('Numbers: One-4776', 'Digit: One')	('Numbers: Six-241', 'Digit: Six')	('Numbers: One-2315', 'Digit: One')	('Numbers: Six-1256', 'Digit: Six')	('Numbers: One-2934', 'Digit: One')	('Numbers: Zero-179', 'Digit: Zero')	('Numbers: Zero-2528', 'Digit: Zero')	('Numbers: Three-5224', 'Digit: Three')	('Numbers: Zero-5292', 'Digit: Zero')	('Numbers: One-4654', 'Digit: One')	('Numbers: Four-438', 'Digit: Four')	('Numbers: Two-2107', 'Digit: Two')	('Numbers: Seven-435', 'Digit: Seven')	('Numbers: One-6115', 'Digit: One')	('Numbers: One-942', 'Digit: One')	('Numbers: Six-4897', 'Digit: Six')	('Numbers: One-6546', 'Digit: One')	('Numbers: Zero-6245', 'Digit: Zero')	('Numbers: Seven-1217', 'Digit: Seven')	('Numbers: Seven-3768', 'Digit: Seven')	('Numbers: Zero-6299', 'Digit: Zero')	('Numbers: Seven-983', 'Digit: Seven')	('Numbers: Seven-275', 'Digit: Seven')	('Numbers: Zero-6364', 'Digit: Zero')	('Numbers: Three-364', 'Digit: Three')	('Numbers: Four-456', 'Digit: Four')	('Numbers: Six-2351', 'Digit: Six')	('Numbers: Five-4693', 'Digit: Five')	('Numbers: Three-4737', 'Digit: Three')	('Numbers: Two-3314', 'Digit: Two')	('Numbers: Nine-5582', 'Digit: Nine')	('Numbers: Two-3195', 'Digit: Two')	('Numbers: Six-68', 'Digit: Six')	('Numbers: Three-6869', 'Digit: Three')	('Numbers: One-3100', 'Digit: One')	('Numbers: Zero-2697', 'Digit: Zero')	('Numbers: One-3407', 'Digit: One')	('Numbers: Nine-2365', 'Digit: Nine')	('Numbers: Zero-5142', 'Digit: Zero')	('Numbers: Five-198', 'Digit: Five')	('Numbers: Eight-934', 'Digit: Eight')	('Numbers: Seven-302', 'Digit: Seven')	('Numbers: One-1547', 'Digit: One')	('Numbers: Three-2908', 'Digit: Three')	('Numbers: Five-4592', 'Digit: Five')	('Numbers: Eight-4452', 'Digit: Eight')	('Numbers: One-5205', 'Digit: One')	('Numbers: Five-1055', 'Digit: Five')	('Numbers: Zero-2245', 'Digit: Zero')	('Numbers: One-6812', 'Digit: One')	('Numbers: Five-3905', 'Digit: Five')	('Numbers: Zero-3534', 'Digit: Zero')	('Numbers: Nine-2740', 'Digit: Nine')	('Numbers: Nine-6644', 'Digit: Nine')	('Numbers: Nine-3154', 'Digit: Nine')	('Numbers: Three-4578', 'Digit: Three')	('Numbers: Eight-1987', 'Digit: Eight')	('Numbers: Four-2484', 'Digit: Four')	('Numbers: Two-1616', 'Digit: Two')	('Numbers: Seven-6405', 'Digit: Seven')	('Numbers: Seven-5466', 'Digit: Seven')	('Numbers: Eight-5264', 'Digit: Eight')	('Numbers: Two-2092', 'Digit: Two')	('Numbers: Eight-6624', 'Digit: Eight')	('Numbers: Seven-5337', 'Digit: Seven')
pos_19-17	254	232	252	232	0	212	0	0	0	240	254	254	229	253	106	252	0	237	0	252	0	0	0	252	64	0	0	129	211	0	194	0	0	0	231	0	0	0	254	78	253	0	0	0	252	0	0	242	0	0	0	0	0	0	240	89	192	253	254	254	223	251	253	180	92	253	0	128	254	0	0	254	0	0	2	238	231	212	0	0	0	101	0	253	255	253	0	0	0	187	193	0	0	254	29	0	1	254	254	254	69	253	0	254	242	253	212	253	168	20	253	0	0	196	0	0	110	0	0	240	0	19	7	0	0	254	247	10	0	0	170	0	254	53	252	0	148	208	253	0	252	220	253	252	0	46	253	13	0	0	19	0	0	214	0	246	0	253	50	91	253	253	0	255	70	0	252	187	253	0	40	0	250	45	86	253	252	0	244	254	211	0	0	254	0	15	235	197	0	252	255	89	253	40	100	0	0	171	253	254
pos_19-18	254	66	162	0	3	253	0	0	0	253	254	254	254	253	0	241	0	108	0	252	0	0	0	145	255	0	0	0	241	22	37	0	0	0	236	0	0	0	228	0	231	0	0	0	252	0	0	20	0	0	0	0	0	0	43	254	0	250	153	228	223	253	253	253	192	253	0	128	254	0	83	239	0	0	0	0	0	254	0	0	0	0	0	237	128	84	0	0	0	187	253	0	0	254	226	0	0	95	254	247	254	253	0	253	252	253	0	253	0	20	253	0	0	0	0	0	247	0	0	232	0	0	196	191	0	172	253	170	0	0	0	0	116	0	252	0	19	0	253	0	252	253	145	252	0	0	253	0	0	0	129	0	0	19	0	249	0	253	234	160	234	192	0	255	23	125	252	89	253	0	150	0	44	0	141	48	91	0	253	200	0	0	0	254	0	0	51	252	0	252	255	0	122	0	54	0	219	254	253	254
pos_19-19	138	0	20	0	117	208	0	0	0	230	254	254	247	32	0	95	172	5	0	252	0	0	0	0	255	0	0	0	118	200	0	0	41	0	55	0	0	0	61	0	20	0	0	0	127	0	0	0	0	0	41	0	0	0	0	254	0	203	37	42	223	251	158	253	238	253	0	128	243	0	206	181	0	0	0	0	0	254	0	0	0	0	0	139	0	0	0	0	0	187	253	0	0	254	141	0	0	0	254	107	57	75	0	254	252	255	0	214	0	20	204	0	0	0	0	0	254	0	0	23	0	0	254	255	0	0	253	253	0	0	0	37	0	0	22	0	0	0	244	0	252	253	0	168	0	0	107	0	0	0	253	0	126	0	0	239	0	253	228	253	17	192	0	0	0	253	226	24	253	0	161	0	0	0	255	0	0	0	253	21	0	0	0	221	0	0	0	150	0	77	255	0	0	7	35	0	131	255	173	134
pos_19-20	0	0	0	0	223	104	0	0	0	122	206	245	103	0	0	0	254	0	0	151	0	0	0	0	255	0	0	0	0	252	0	0	198	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	79	0	0	0	0	235	225	19	170	68	231	0	191	131	0	250	62	0	0	0	0	0	130	0	0	0	0	0	25	0	0	0	0	0	187	253	0	0	241	0	0	0	0	254	6	0	0	0	172	252	253	0	0	0	20	15	0	0	0	0	0	123	0	0	0	0	0	35	191	0	0	24	243	0	0	0	222	0	0	0	0	0	0	60	0	156	184	0	0	0	0	0	0	0	0	197	0	249	0	0	254	0	253	33	215	0	26	0	0	0	253	225	0	24	0	253	0	0	0	255	0	0	0	5	0	0	0	0	37	0	0	0	0	0	0	255	0	0	145	0	0	0	254	5	0
pos_19-21	0	0	0	0	253	0	0	0	0	24	95	84	3	0	0	0	135	0	0	16	0	0	0	0	128	0	0	0	0	173	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	239	168	0	0	0	199	0	255	10	0	212	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	187	155	0	0	178	0	0	0	0	254	0	0	0	0	0	204	216	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	254	0	0	0	0	0	0	0	0	4	29	0	0	0	0	0	0	0	0	0	0	113	0	0	92	0	232	0	72	0	0	0	0	0	191	225	0	0	0	253	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	253	0	0	0	254	0	0
pos_19-22	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	253	114	0	0	0	199	0	128	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	24	0	0	0	0	65	0	0	0	0	0	28	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	75	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	254	0	0
pos_19-23	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	253	0	0	0	0	177	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0
pos_19-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_19-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_19-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_19-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0
pos_20-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	241	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	251	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	196	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	11	0	0	0	0	253	0	0	0	0	0	35	0	0	0	46	0	231	0	0	0	0	255	0	0	0	0	0	0	0	7	0
pos_20-6	38	0	0	0	60	0	0	0	0	0	27	0	104	0	0	0	0	39	0	0	0	0	29	0	0	0	0	0	180	0	0	0	219	0	0	0	0	0	235	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	254	0	0	254	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	251	0	253	0	0	176	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	19	0	0	0	0	8	0	0	5	0	0	0	0	0	205	253	252	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	200	0	0	0	239	110	240	0	0	0	0	181	0	76	0	0	0	227	0	0	253	247	0	253	99	0	0	0	255	0	0	0	0	0	0	0	253	0
pos_20-7	241	0	0	127	202	0	0	0	0	4	254	0	254	0	0	0	0	246	0	0	0	0	134	32	255	0	0	0	11	0	0	0	252	0	0	198	9	0	222	0	0	0	0	0	0	86	0	0	0	0	1	0	0	0	0	0	0	0	236	0	0	253	254	0	0	253	0	64	12	0	253	6	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	109	0	0	0	254	0	0	0	0	0	0	0	0	0	0	192	251	0	253	0	0	243	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	253	222	0	0	0	208	0	0	108	85	0	0	8	0	252	253	252	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	117	254	0	9	0	252	197	253	0	0	0	0	66	114	253	0	0	0	254	0	0	252	254	0	154	253	0	0	0	255	0	0	8	0	0	0	0	253	0
pos_20-8	253	192	0	252	253	0	0	0	48	68	254	0	193	0	0	0	188	252	0	85	0	0	229	216	255	0	0	0	0	0	0	0	216	0	65	254	221	0	217	0	67	0	0	0	0	57	0	0	53	0	252	0	0	0	0	0	0	0	254	0	75	254	254	0	0	253	0	191	51	0	253	120	0	0	0	166	0	0	0	0	0	17	0	124	255	0	0	189	0	117	44	0	44	254	0	0	0	0	0	0	0	0	0	183	252	251	0	253	0	58	252	0	0	0	0	18	0	0	0	16	0	0	0	0	0	0	253	253	0	0	0	254	0	0	233	253	142	0	124	0	252	165	252	253	0	0	0	0	13	0	0	0	101	0	0	0	0	0	199	22	0	213	249	0	177	0	252	244	253	0	43	0	0	66	255	214	0	0	0	246	191	0	252	217	0	0	224	0	0	0	255	0	0	151	0	0	8	98	253	0
pos_20-9	253	252	41	42	155	139	0	0	255	253	254	10	151	0	0	0	246	252	0	170	0	0	252	253	255	0	0	0	0	0	0	17	0	0	250	254	27	0	93	0	253	0	0	0	58	57	0	0	187	0	221	6	88	0	0	0	0	0	254	0	244	253	254	0	36	253	0	255	135	0	239	245	0	0	0	253	0	0	0	0	0	241	0	253	255	193	0	254	0	163	227	0	69	230	86	0	0	0	0	36	0	0	0	102	252	176	0	253	0	244	215	0	0	0	0	235	0	0	0	182	0	90	24	0	0	0	239	252	0	0	198	252	0	0	253	254	254	0	235	0	252	12	252	211	0	0	114	0	254	0	67	0	255	0	0	0	0	0	253	0	0	219	115	0	253	0	253	249	234	0	224	91	0	116	255	82	0	0	0	229	232	41	252	111	0	0	109	0	0	0	255	0	0	253	0	0	218	254	226	0
pos_20-10	246	252	132	0	38	252	0	0	255	253	255	35	85	0	0	0	81	252	0	253	23	35	186	255	0	0	0	0	0	0	0	201	0	0	228	255	0	0	5	17	251	0	0	225	245	86	0	0	253	0	144	136	248	0	0	0	0	143	254	209	253	254	254	0	186	253	0	255	185	0	150	254	22	0	0	91	0	0	0	0	0	226	0	253	255	253	0	246	0	247	253	0	119	141	255	255	0	0	60	227	0	0	0	0	252	251	0	253	0	253	18	0	0	0	156	253	0	22	0	123	141	254	254	0	0	0	67	249	127	0	255	212	0	0	252	253	253	0	253	0	252	3	253	31	178	0	252	0	253	0	253	0	197	0	114	0	0	0	0	0	0	254	49	0	253	0	252	252	223	0	251	242	0	183	255	0	0	0	0	229	0	253	252	27	0	0	0	0	18	0	255	51	0	253	0	137	216	253	11	0
pos_20-11	89	198	253	0	0	252	23	0	191	235	254	182	78	0	0	0	0	252	0	252	253	227	68	90	0	79	0	0	0	0	0	253	0	0	70	169	25	0	1	184	78	0	91	252	252	141	0	0	176	0	62	254	253	47	0	0	0	244	254	102	253	253	254	0	254	253	0	255	199	0	106	156	205	0	0	0	0	0	0	0	0	11	0	253	255	253	0	33	0	133	253	0	119	2	29	255	0	0	143	253	0	0	0	0	252	251	0	253	0	253	0	2	0	0	253	117	0	228	0	93	178	174	254	255	0	0	0	253	253	0	0	36	0	0	209	254	253	0	253	0	252	5	252	0	252	0	252	98	244	0	253	97	0	0	252	0	0	31	0	0	0	254	0	0	253	0	252	244	223	0	253	253	0	223	255	0	0	123	0	180	0	253	253	27	0	0	0	0	247	0	255	246	0	253	0	253	9	253	0	0
