	('Numbers: Seven-5059', 'Digit: Seven')	('Numbers: One-2762', 'Digit: One')	('Numbers: One-5235', 'Digit: One')	('Numbers: One-6230', 'Digit: One')	('Numbers: Zero-1472', 'Digit: Zero')	('Numbers: Seven-1483', 'Digit: Seven')	('Numbers: Two-149', 'Digit: Two')	('Numbers: Five-4757', 'Digit: Five')	('Numbers: One-5285', 'Digit: One')	('Numbers: Six-6252', 'Digit: Six')	('Numbers: One-1280', 'Digit: One')	('Numbers: Six-37', 'Digit: Six')	('Numbers: Three-892', 'Digit: Three')	('Numbers: Nine-6821', 'Digit: Nine')	('Numbers: One-6341', 'Digit: One')	('Numbers: One-4684', 'Digit: One')	('Numbers: Six-6494', 'Digit: Six')	('Numbers: Nine-975', 'Digit: Nine')	('Numbers: Seven-3511', 'Digit: Seven')	('Numbers: Seven-3517', 'Digit: Seven')	('Numbers: Two-3742', 'Digit: Two')	('Numbers: Nine-2253', 'Digit: Nine')	('Numbers: Four-3989', 'Digit: Four')	('Numbers: Eight-4461', 'Digit: Eight')	('Numbers: Zero-858', 'Digit: Zero')	('Numbers: Four-1838', 'Digit: Four')	('Numbers: Five-5967', 'Digit: Five')	('Numbers: Seven-4171', 'Digit: Seven')	('Numbers: Zero-5526', 'Digit: Zero')	('Numbers: Six-3469', 'Digit: Six')	('Numbers: Eight-482', 'Digit: Eight')	('Numbers: Two-1599', 'Digit: Two')	('Numbers: Eight-3331', 'Digit: Eight')	('Numbers: Nine-2683', 'Digit: Nine')	('Numbers: Two-2972', 'Digit: Two')	('Numbers: Eight-6451', 'Digit: Eight')	('Numbers: Two-4248', 'Digit: Two')	('Numbers: Seven-4030', 'Digit: Seven')	('Numbers: Three-1679', 'Digit: Three')	('Numbers: Nine-5476', 'Digit: Nine')	('Numbers: Nine-5737', 'Digit: Nine')	('Numbers: Zero-5309', 'Digit: Zero')	('Numbers: Zero-3520', 'Digit: Zero')	('Numbers: Four-784', 'Digit: Four')	('Numbers: Nine-1491', 'Digit: Nine')	('Numbers: Five-1225', 'Digit: Five')	('Numbers: Eight-5334', 'Digit: Eight')	('Numbers: Eight-1825', 'Digit: Eight')	('Numbers: Six-5355', 'Digit: Six')	('Numbers: Seven-608', 'Digit: Seven')	('Numbers: Four-6003', 'Digit: Four')	('Numbers: Seven-5717', 'Digit: Seven')	('Numbers: Eight-4238', 'Digit: Eight')	('Numbers: Nine-4070', 'Digit: Nine')	('Numbers: Zero-5189', 'Digit: Zero')	('Numbers: One-7320', 'Digit: One')	('Numbers: Five-5509', 'Digit: Five')	('Numbers: Five-5421', 'Digit: Five')	('Numbers: Nine-5001', 'Digit: Nine')	('Numbers: Three-3572', 'Digit: Three')	('Numbers: Three-240', 'Digit: Three')	('Numbers: Seven-1143', 'Digit: Seven')	('Numbers: One-7539', 'Digit: One')	('Numbers: Seven-5055', 'Digit: Seven')	('Numbers: Zero-302', 'Digit: Zero')	('Numbers: Nine-4432', 'Digit: Nine')	('Numbers: Six-1605', 'Digit: Six')	('Numbers: Nine-6167', 'Digit: Nine')	('Numbers: Three-688', 'Digit: Three')	('Numbers: Four-4300', 'Digit: Four')	('Numbers: Eight-1796', 'Digit: Eight')	('Numbers: One-4937', 'Digit: One')	('Numbers: Five-2406', 'Digit: Five')	('Numbers: One-2158', 'Digit: One')	('Numbers: Four-5871', 'Digit: Four')	('Numbers: Five-2203', 'Digit: Five')	('Numbers: Six-4848', 'Digit: Six')	('Numbers: One-2649', 'Digit: One')	('Numbers: Four-4201', 'Digit: Four')	('Numbers: Five-2410', 'Digit: Five')	('Numbers: Zero-1270', 'Digit: Zero')	('Numbers: One-72', 'Digit: One')	('Numbers: Three-2287', 'Digit: Three')	('Numbers: Three-3811', 'Digit: Three')	('Numbers: One-3042', 'Digit: One')	('Numbers: Two-3036', 'Digit: Two')	('Numbers: Nine-2997', 'Digit: Nine')	('Numbers: Two-6224', 'Digit: Two')	('Numbers: Nine-5196', 'Digit: Nine')	('Numbers: Four-1161', 'Digit: Four')	('Numbers: Eight-4250', 'Digit: Eight')	('Numbers: One-3467', 'Digit: One')	('Numbers: One-3881', 'Digit: One')	('Numbers: Eight-4963', 'Digit: Eight')	('Numbers: Zero-6632', 'Digit: Zero')	('Numbers: One-736', 'Digit: One')	('Numbers: Nine-675', 'Digit: Nine')	('Numbers: Six-2346', 'Digit: Six')	('Numbers: Four-4018', 'Digit: Four')	('Numbers: Three-1615', 'Digit: Three')
pos_13-23	0	0	0	0	103	45	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	4	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	253	180	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_13-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_13-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_13-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_13-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	254	11	0	191	57	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	234	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-6	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	240	44	128	0	0	0	223	0	253	215	0	255	253	0	0	0	0	0	0	0	0	0	0	0	255	253	36	0	0	0	0	0	0	0	0	0	0	107	253	0	0	253	0	0	0	0	0	0	0	0	0	55	0	222	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-7	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	252	193	255	0	0	36	254	0	253	253	0	128	253	0	0	0	0	0	31	13	0	0	0	0	255	253	216	0	16	0	0	0	0	0	0	0	0	252	253	0	107	246	17	0	0	0	0	0	57	17	0	253	0	208	0	0	47	0	0	0	0	0	197	36	0	0	0	0	0	0	91	0	160	0	0	0	0	0	0	0	127	197	0	0
pos_14-8	0	0	0	0	253	0	0	0	0	0	0	169	0	234	0	0	252	253	255	0	0	254	254	0	160	250	0	0	235	0	22	0	0	0	137	146	0	0	0	128	255	19	252	191	232	0	0	0	0	0	0	0	0	252	253	0	253	127	241	0	0	3	0	0	253	171	82	253	0	252	0	0	232	0	0	0	0	0	149	254	23	0	0	0	0	0	254	0	253	179	0	0	0	0	1	0	254	252	99	0
pos_14-9	0	0	0	0	253	0	0	0	0	0	0	252	0	253	0	0	252	253	0	0	0	250	158	163	0	106	126	0	16	92	193	0	0	0	145	239	0	0	92	255	128	0	177	254	254	0	0	0	179	0	0	0	0	252	193	0	253	49	254	72	0	11	0	0	253	254	234	206	0	252	0	0	252	0	39	172	0	0	0	254	252	0	0	0	0	0	203	0	65	254	0	0	0	0	252	0	40	182	125	0
pos_14-10	0	0	0	0	93	0	0	4	0	222	0	253	0	185	0	0	185	213	0	0	0	52	0	254	0	1	253	0	0	250	253	0	64	227	97	253	0	0	253	255	128	0	0	164	89	0	77	3	253	0	72	0	0	252	0	0	253	0	253	253	0	0	0	0	141	230	253	180	145	253	0	0	252	0	238	253	199	0	0	254	252	0	58	21	0	0	7	11	0	228	0	0	0	8	252	0	0	0	50	0
pos_14-11	0	0	0	0	0	1	0	81	0	254	32	136	57	42	0	0	20	154	0	0	0	0	0	236	0	0	252	0	0	254	253	0	255	252	42	253	0	0	253	255	128	0	0	1	0	0	216	128	253	0	245	0	0	252	0	0	253	0	253	253	62	0	0	0	15	254	253	180	254	252	47	0	144	128	61	253	253	0	0	254	84	0	58	246	0	0	21	255	0	254	11	0	27	197	252	0	0	0	11	0
pos_14-12	0	0	0	0	0	12	0	249	93	66	251	0	101	93	153	5	202	78	0	0	0	119	0	30	0	0	252	0	0	150	253	0	255	252	41	253	0	0	253	255	255	0	0	0	0	0	253	254	59	0	254	0	151	252	0	139	253	0	238	254	203	0	155	0	0	254	143	196	231	224	166	64	20	253	0	253	99	0	0	253	0	0	18	254	40	0	29	253	0	254	214	0	253	253	252	21	20	0	0	0
pos_14-13	0	133	170	116	0	97	0	253	253	57	251	0	252	130	253	242	252	189	0	63	37	210	0	0	0	0	252	0	0	151	253	0	255	252	0	253	71	0	240	255	255	0	0	0	5	0	253	254	0	0	223	0	254	252	0	253	238	0	169	253	253	0	253	70	0	253	0	253	135	169	224	255	0	253	0	221	0	24	0	167	0	59	0	253	252	17	110	247	0	148	253	170	253	253	237	254	149	0	0	0
pos_14-14	0	254	252	253	0	154	0	254	253	230	251	0	252	245	253	253	252	234	0	247	249	254	0	174	0	0	252	0	0	247	253	0	255	217	0	253	238	0	172	191	255	0	0	0	198	0	253	254	0	253	183	0	205	252	0	253	191	0	119	253	252	0	255	253	0	214	0	253	127	57	253	255	0	255	0	45	0	249	23	50	0	254	0	253	249	209	123	94	4	91	228	253	253	253	30	253	253	0	169	0
pos_14-15	0	254	255	252	0	251	0	253	225	254	253	120	253	253	157	108	252	253	64	254	205	254	47	254	0	41	253	0	0	254	235	71	255	253	0	253	185	0	72	191	255	0	0	0	254	0	253	193	4	252	254	13	254	253	0	253	237	0	135	254	253	131	207	232	0	103	95	173	242	19	253	255	0	221	0	0	0	254	236	0	0	254	0	253	0	253	241	0	17	154	253	230	87	253	0	203	230	183	254	0
pos_14-16	180	191	252	69	0	253	0	174	10	254	121	246	252	253	0	0	253	253	255	254	7	254	254	243	0	74	252	128	0	254	67	254	128	252	0	224	10	0	59	255	255	0	0	52	254	0	253	40	113	126	254	203	190	252	0	242	245	0	253	253	171	253	0	6	0	187	205	15	254	0	253	128	0	0	120	0	0	131	209	0	0	110	0	254	0	184	254	0	82	254	207	27	0	253	0	0	252	252	254	27
pos_14-17	253	0	126	0	0	253	0	4	0	254	0	252	233	253	0	0	163	253	255	143	0	254	254	95	0	236	252	255	0	254	0	255	0	252	133	176	0	0	0	255	255	0	0	254	254	0	253	0	206	0	151	252	15	252	0	27	253	0	253	253	20	221	0	0	0	254	244	0	88	175	253	0	0	0	246	0	27	0	62	0	0	0	0	253	0	20	254	0	238	111	61	0	0	251	109	0	244	21	195	240
pos_14-18	251	0	0	0	0	253	51	0	0	254	0	252	96	253	0	0	158	253	255	2	0	211	191	2	0	253	252	255	0	254	0	153	0	119	253	216	0	55	0	128	128	0	0	195	175	226	141	0	253	0	0	252	0	252	0	0	253	0	72	30	0	40	0	0	169	230	253	217	0	253	55	0	0	0	0	0	125	0	174	0	23	0	23	96	0	0	254	0	253	0	0	0	0	95	252	0	55	0	0	253
pos_14-19	215	0	0	0	0	253	227	0	0	164	0	252	0	25	0	0	158	22	128	0	0	10	3	0	116	254	242	255	0	146	0	0	0	0	250	253	0	254	0	0	0	0	0	3	101	254	0	0	253	0	0	85	0	252	0	0	119	0	0	0	0	0	0	0	253	22	253	253	0	252	0	0	0	0	0	241	105	0	251	0	252	0	120	0	0	0	116	0	253	0	0	0	0	0	252	0	0	0	0	128
pos_14-20	0	0	0	0	129	252	254	0	0	0	0	253	0	0	0	0	233	0	0	0	0	0	24	0	253	252	0	128	0	0	0	0	0	0	71	253	0	222	0	0	0	0	178	0	0	254	0	0	206	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	255	0	253	24	0	168	0	0	0	0	0	253	15	0	254	0	252	0	254	0	0	0	0	0	249	0	0	0	0	0	252	0	0	148	0	0
pos_14-21	0	0	0	0	253	244	111	0	0	0	0	167	0	0	0	0	252	0	0	0	0	0	24	0	253	250	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	20	252	0	0	14	0	0	112	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	106	0	121	0	0	0	0	0	0	0	0	103	0	0	179	0	35	0	248	0	0	0	0	0	193	0	0	0	0	0	144	0	0	189	0	0
pos_14-22	0	0	0	0	253	247	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	15	0	221	216	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	253	252	0	0	0	0	0	4	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0
pos_14-23	0	0	0	0	167	247	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	32	8	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	253	59	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-24	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_14-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	254	97	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	255	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-6	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	253	0	253	253	0	0	254	0	0	0	0	0	13	0	0	0	0	0	128	253	61	0	0	0	0	0	0	0	0	0	0	107	253	0	0	253	0	0	0	0	0	0	0	0	0	19	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-7	0	0	0	0	166	19	0	0	0	0	0	7	0	0	0	0	252	32	128	0	0	109	253	0	253	253	0	0	254	0	0	0	0	0	210	0	0	0	0	0	191	170	253	18	0	0	0	0	0	0	0	0	0	252	253	0	6	253	0	0	0	0	0	0	182	0	0	253	0	13	0	0	0	0	0	0	0	0	72	25	0	0	0	0	0	0	104	0	114	29	0	0	0	0	0	0	166	119	0	0
pos_15-8	0	0	0	0	253	88	0	0	0	0	0	178	0	234	0	0	252	181	0	0	9	254	158	0	160	250	0	0	111	0	0	0	0	0	253	0	0	0	0	0	255	5	253	227	222	0	0	0	36	0	0	0	0	252	223	0	253	253	26	0	0	0	0	0	252	44	128	253	0	56	0	0	73	0	0	0	0	0	251	230	147	0	0	0	0	0	254	0	253	240	0	0	0	0	1	0	254	252	0	0
pos_15-9	0	0	0	0	253	88	0	0	0	14	0	252	67	253	0	0	252	253	0	0	23	254	0	25	0	107	0	0	0	151	21	0	0	0	253	33	0	0	21	191	255	0	178	253	254	0	0	0	214	0	0	0	0	252	73	0	253	251	163	169	11	0	0	15	252	154	253	253	0	106	0	0	253	0	166	172	46	0	83	254	253	0	0	0	0	0	217	81	150	254	0	0	0	0	252	0	114	252	0	0
pos_15-10	0	0	0	0	93	128	0	88	0	235	0	253	185	253	0	0	185	253	0	0	10	242	0	250	0	5	191	0	0	254	163	0	64	87	253	229	0	0	224	128	255	0	0	71	89	0	0	154	253	0	0	0	0	252	0	0	228	147	162	254	132	0	0	24	0	166	253	253	13	253	0	0	253	24	226	253	244	0	36	254	242	0	0	0	0	0	188	203	52	194	0	0	0	3	252	0	78	54	0	0
pos_15-11	0	0	0	0	0	180	0	253	26	251	191	27	253	253	103	0	96	253	0	0	10	237	0	254	0	5	253	0	0	254	250	0	255	226	253	253	0	0	253	64	255	0	0	0	0	0	134	254	253	0	43	0	0	252	0	0	132	91	85	254	254	0	45	24	0	166	232	253	44	252	0	0	253	221	65	253	244	0	10	254	19	0	0	118	0	0	234	253	11	81	0	0	27	154	252	0	165	0	0	0
pos_15-12	0	25	0	9	0	253	0	253	254	57	253	0	252	253	254	0	252	253	0	0	23	252	0	214	0	61	253	0	0	254	253	0	255	252	252	253	12	0	253	0	255	0	0	0	0	0	253	254	59	0	178	0	151	252	0	185	92	121	16	254	253	0	236	57	0	129	62	240	21	252	25	255	253	251	126	223	17	0	7	254	0	0	0	254	96	17	254	252	55	150	200	0	253	253	252	142	238	0	0	0
pos_15-13	0	230	168	233	0	253	0	217	254	237	253	4	252	253	254	242	252	254	0	182	206	254	0	169	0	181	245	0	0	254	253	0	255	252	171	253	218	0	253	0	255	0	0	6	143	0	253	232	0	89	254	0	254	252	0	253	8	85	0	254	254	0	252	153	0	76	62	191	0	252	208	255	149	251	146	45	0	186	47	254	0	59	0	253	254	176	254	162	62	235	254	169	253	253	144	253	209	0	0	0
pos_15-14	0	254	250	255	0	254	0	105	240	254	253	107	252	253	193	255	252	253	0	254	254	233	0	254	0	204	178	0	0	254	253	22	255	252	89	253	254	0	253	64	255	0	0	43	254	0	253	254	0	253	254	0	255	252	0	253	0	42	0	205	253	79	253	253	0	0	178	98	0	253	253	255	47	253	146	0	0	255	112	245	0	254	0	219	226	253	218	0	182	239	255	252	253	253	0	252	96	9	213	0
pos_15-15	0	254	252	228	0	253	0	87	97	220	219	253	206	253	0	109	209	210	255	254	107	254	47	239	0	244	53	64	0	251	200	212	128	253	2	188	96	0	253	191	64	0	0	159	243	0	253	254	60	252	254	89	189	253	0	253	0	42	145	208	254	254	206	249	0	110	243	15	68	215	253	255	0	101	100	0	14	247	254	168	0	254	0	253	0	211	135	0	253	254	192	211	132	253	0	162	52	253	254	0
pos_15-16	180	26	250	32	0	253	9	244	0	120	39	252	142	253	0	0	39	201	255	254	0	254	253	45	0	253	0	255	0	187	13	254	0	252	0	26	0	0	243	255	191	0	0	227	213	0	253	95	253	38	254	252	46	252	0	129	61	85	253	254	253	229	0	174	0	254	253	0	254	159	253	0	0	0	234	0	128	24	254	78	0	19	0	254	0	20	163	0	253	244	13	0	2	233	0	0	250	210	254	0
pos_15-17	253	0	125	0	0	253	134	140	0	34	0	245	37	253	0	0	2	253	255	130	0	254	253	0	0	253	85	255	0	202	0	221	0	244	135	0	0	0	175	191	255	0	0	254	254	29	253	0	253	0	114	252	0	252	0	0	253	28	253	253	62	40	0	116	0	232	253	0	180	234	253	0	0	0	174	0	227	0	254	13	0	0	0	253	0	0	254	0	253	35	0	0	0	66	109	0	175	11	114	75
pos_15-18	251	0	0	0	0	253	227	0	0	187	0	129	0	253	0	0	0	253	255	0	0	84	212	0	0	253	218	255	0	254	0	16	0	49	253	130	0	165	66	0	255	0	0	187	73	231	114	0	253	0	0	252	0	252	0	0	253	0	72	92	0	0	0	199	169	75	253	217	3	253	138	0	0	0	0	34	253	0	254	0	85	0	0	246	0	0	197	0	253	0	0	0	0	0	252	0	0	0	0	253
pos_15-19	215	0	0	0	0	168	255	0	0	251	0	177	0	25	0	0	0	22	64	0	0	0	171	0	116	254	253	255	0	146	0	0	0	0	233	253	0	251	59	0	0	0	75	0	0	253	0	0	253	0	0	21	0	252	0	0	141	0	0	0	0	0	0	207	252	0	253	253	0	252	0	0	0	0	0	244	253	0	227	0	253	0	0	50	0	0	5	0	224	0	0	0	0	0	252	0	0	9	0	223
pos_15-20	0	0	0	0	100	70	217	0	0	30	0	253	0	0	0	0	31	0	0	0	0	0	253	0	253	253	127	0	0	0	0	0	0	0	0	253	0	102	0	0	0	0	253	0	0	253	0	0	253	0	0	0	0	224	11	0	0	0	0	0	0	0	0	207	253	0	253	55	0	80	0	0	0	0	0	253	55	0	208	0	253	0	134	0	0	0	0	0	103	0	0	0	0	0	252	0	0	245	0	0
pos_15-21	0	0	0	0	253	0	34	0	0	0	0	167	0	0	0	0	84	0	0	0	0	0	241	0	253	235	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	20	253	0	0	103	0	0	253	0	0	0	0	100	135	0	0	0	0	0	0	0	0	208	27	0	253	0	0	0	0	0	0	0	0	80	0	0	65	0	22	0	254	0	0	0	0	0	0	0	0	0	0	0	144	0	0	71	0	0
pos_15-22	0	0	0	0	253	30	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	131	0	253	38	0	0	114	0	0	0	0	0	0	20	0	0	0	0	0	253	163	0	0	0	0	0	59	0	0	0	0	0	240	0	0	0	0	0	0	0	0	19	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
