	('Numbers: Four-2516', 'Digit: Four')	('Numbers: Four-6599', 'Digit: Four')	('Numbers: Two-2232', 'Digit: Two')	('Numbers: Three-1759', 'Digit: Three')	('Numbers: Two-5167', 'Digit: Two')	('Numbers: Seven-7284', 'Digit: Seven')	('Numbers: Five-2740', 'Digit: Five')	('Numbers: Five-2979', 'Digit: Five')	('Numbers: Five-3449', 'Digit: Five')	('Numbers: Four-1948', 'Digit: Four')	('Numbers: Three-3812', 'Digit: Three')	('Numbers: Six-4764', 'Digit: Six')	('Numbers: Nine-6936', 'Digit: Nine')	('Numbers: Five-2166', 'Digit: Five')	('Numbers: One-3582', 'Digit: One')	('Numbers: Five-5611', 'Digit: Five')	('Numbers: Eight-3689', 'Digit: Eight')	('Numbers: Two-924', 'Digit: Two')	('Numbers: Zero-4093', 'Digit: Zero')	('Numbers: Zero-719', 'Digit: Zero')
pos_20-6	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	255	242	254	253	0
pos_20-7	0	0	253	0	0	0	0	0	0	0	171	0	0	0	0	255	253	254	253	65
pos_20-8	0	0	134	91	0	0	0	120	0	0	253	0	0	0	0	255	121	254	253	254
pos_20-9	0	0	27	249	64	0	0	253	0	0	253	0	0	0	0	0	0	254	253	44
pos_20-10	0	0	0	88	253	0	124	227	0	0	92	175	105	0	0	64	0	254	253	0
pos_20-11	0	0	179	0	254	34	180	59	0	0	0	252	253	0	0	64	0	254	253	0
pos_20-12	0	0	243	0	237	220	10	0	0	0	0	252	253	0	0	128	130	250	253	0
pos_20-13	0	0	215	0	128	253	0	0	0	0	0	253	152	31	0	128	253	195	253	0
pos_20-14	0	0	19	0	128	137	0	18	0	0	0	252	2	218	24	255	231	112	251	0
pos_20-15	197	0	2	0	128	3	0	184	0	0	0	252	0	253	254	255	32	19	131	100
pos_20-16	252	29	122	0	207	0	19	253	15	0	0	252	0	255	254	255	0	0	29	18
pos_20-17	113	244	250	0	206	0	86	223	108	235	29	253	0	253	84	191	0	24	0	0
pos_20-18	0	253	253	0	190	0	200	11	180	254	129	138	0	214	0	0	0	85	0	0
pos_20-19	0	68	54	16	253	0	254	0	253	255	253	0	0	0	0	0	0	168	0	0
pos_20-20	0	0	0	233	253	0	104	0	231	174	253	0	0	0	0	0	0	253	0	0
pos_20-21	0	0	0	164	254	0	0	0	42	0	253	0	0	0	0	0	0	254	0	0
pos_20-22	0	0	0	0	142	0	0	0	0	0	140	0	0	0	0	0	0	254	0	0
pos_20-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0
pos_20-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0
pos_21-5	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	64	146	127	253	0
pos_21-6	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	255	253	212	253	0
pos_21-7	0	0	253	0	0	0	0	0	0	0	133	0	0	0	0	255	253	253	253	140
pos_21-8	0	0	127	13	0	0	0	116	0	0	253	0	0	0	0	255	251	248	253	254
pos_21-9	0	0	113	130	48	0	70	253	0	0	253	0	11	0	0	255	249	187	253	44
pos_21-10	0	0	179	245	229	0	252	254	0	0	231	21	179	0	0	255	249	130	253	0
pos_21-11	0	0	245	139	254	99	161	250	0	0	198	180	253	0	0	255	249	84	253	0
pos_21-12	0	0	204	40	253	253	2	168	0	0	84	252	239	29	0	255	252	0	253	0
pos_21-13	0	0	61	0	253	236	0	108	17	0	84	253	39	213	0	255	253	0	205	19
pos_21-14	0	0	0	0	253	48	21	182	47	0	84	252	0	252	24	255	94	0	102	115
pos_21-15	198	0	0	0	253	0	77	254	57	0	120	252	0	252	254	255	0	0	0	92
pos_21-16	253	0	0	0	254	0	202	253	219	0	201	252	0	253	255	128	0	0	0	0
pos_21-17	114	239	218	0	253	0	254	111	252	189	224	154	0	224	84	0	0	0	0	0
pos_21-18	0	253	253	0	253	0	254	0	235	253	253	10	0	40	0	0	0	0	0	0
pos_21-19	0	115	54	131	253	0	213	0	206	254	253	0	0	0	0	0	0	0	0	0
pos_21-20	0	0	0	245	253	0	35	0	42	182	253	0	0	0	0	0	0	198	0	0
pos_21-21	0	0	0	44	130	0	0	0	0	6	201	0	0	0	0	0	0	254	0	0
pos_21-22	0	0	0	0	27	0	0	0	0	0	11	0	0	0	0	0	0	254	0	0
pos_21-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0
pos_21-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
pos_22-5	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	146	0	132	0
pos_22-6	0	0	181	0	0	0	0	0	184	0	0	0	0	0	0	191	253	11	179	0
pos_22-7	0	0	253	0	0	0	0	0	184	0	33	0	0	0	0	255	253	28	179	105
pos_22-8	0	0	253	0	0	0	0	11	142	0	228	0	0	0	0	255	253	26	179	254
pos_22-9	0	0	253	16	0	0	149	169	70	0	253	0	166	9	0	255	253	0	179	50
pos_22-10	0	0	253	126	60	13	254	241	132	0	253	0	253	62	0	255	253	0	179	0
pos_22-11	0	0	235	244	95	210	207	253	184	0	253	37	252	145	0	255	253	0	30	14
pos_22-12	0	0	95	223	214	249	96	253	184	0	253	252	131	239	0	255	253	0	15	85
pos_22-13	0	0	0	109	253	68	166	253	209	0	253	253	0	252	0	255	249	0	10	235
pos_22-14	0	0	0	110	253	0	227	253	252	0	253	252	0	252	14	255	66	0	0	185
pos_22-15	197	0	0	90	253	0	254	254	253	0	253	231	0	244	199	64	0	0	0	26
pos_22-16	252	0	0	97	254	0	254	172	252	0	253	108	0	152	254	0	0	0	0	0
pos_22-17	113	215	95	77	233	0	248	4	202	136	253	0	0	14	84	0	0	0	0	0
pos_22-18	0	253	232	173	95	0	136	0	64	253	253	0	0	0	0	0	0	0	0	0
pos_22-19	0	129	50	248	95	0	8	0	0	254	253	0	0	0	0	0	0	0	0	0
pos_22-20	0	0	0	120	95	0	0	0	0	247	165	0	0	0	0	0	0	24	0	0
pos_22-21	0	0	0	0	0	0	0	0	0	92	26	0	0	0	0	0	0	186	0	0
pos_22-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0
pos_22-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0
pos_22-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-5	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	22	0	0	0
pos_23-6	0	0	26	0	0	0	0	0	177	0	0	0	0	0	0	0	116	0	0	0
pos_23-7	0	0	134	0	0	0	0	0	252	0	0	0	0	0	0	128	145	0	0	15
pos_23-8	0	0	253	0	0	0	0	0	252	0	13	0	83	41	0	128	145	0	0	229
pos_23-9	0	0	182	0	0	0	118	0	252	0	114	0	241	204	0	255	145	0	0	208
pos_23-10	0	0	116	0	0	139	254	52	253	0	185	0	253	239	0	255	95	0	0	136
pos_23-11	0	0	12	36	0	253	254	165	252	0	253	0	217	253	0	128	126	0	0	237
pos_23-12	0	0	0	79	0	237	254	249	252	0	253	0	0	252	0	255	253	0	0	253
pos_23-13	0	0	0	162	0	0	254	240	252	0	253	0	0	252	0	64	191	0	0	154
pos_23-14	0	0	0	163	0	0	254	178	252	0	253	0	0	210	0	0	0	0	0	25
pos_23-15	81	0	0	162	0	0	233	118	150	0	253	0	0	66	125	0	0	0	0	0
pos_23-16	243	0	0	240	0	0	109	14	45	0	253	0	0	0	254	0	0	0	0	0
pos_23-17	223	135	0	253	0	0	24	0	13	41	145	0	0	0	84	0	0	0	0	0
pos_23-18	104	253	0	253	0	0	0	0	0	244	129	0	0	0	0	0	0	0	0	0
pos_23-19	0	87	0	84	0	0	0	0	0	254	17	0	0	0	0	0	0	0	0	0
pos_23-20	0	0	0	0	0	0	0	0	0	203	6	0	0	0	0	0	0	0	0	0
pos_23-21	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0
pos_23-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
pos_24-7	0	0	0	0	0	0	0	0	22	0	0	0	43	0	0	0	0	0	0	0
pos_24-8	0	0	0	0	0	0	0	0	22	0	0	0	240	30	0	0	0	0	0	128
pos_24-9	0	0	0	0	0	7	46	0	22	0	0	0	253	147	0	0	0	0	0	254
pos_24-10	0	0	0	0	0	210	193	0	23	0	0	0	253	235	0	0	0	0	0	254
pos_24-11	0	0	0	0	0	253	226	0	22	0	0	0	91	253	0	0	0	0	0	187
pos_24-12	0	0	0	0	0	146	159	0	22	0	0	0	0	173	0	0	0	0	0	100
pos_24-13	0	0	0	0	0	26	153	0	22	0	0	0	0	50	0	0	0	0	0	0
pos_24-14	0	0	0	0	0	93	95	0	22	0	0	0	0	14	0	0	0	0	0	0
pos_24-15	0	0	0	0	0	0	32	0	0	0	0	0	0	0	125	0	0	0	0	0
pos_24-16	125	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0
pos_24-17	203	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0
pos_24-18	221	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0
pos_24-19	25	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0
pos_24-20	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0
pos_24-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-7	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0
pos_25-8	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0
pos_25-9	0	0	0	0	0	88	0	0	0	0	0	0	253	0	0	0	0	0	0	0
pos_25-10	0	0	0	0	0	253	0	0	0	0	0	0	115	0	0	0	0	0	0	0
pos_25-11	0	0	0	0	0	253	0	0	0	0	0	0	2	0	0	0	0	0	0	0
pos_25-12	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-13	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-7	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0
pos_26-8	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0
pos_26-9	0	0	0	0	0	73	0	0	0	0	0	0	116	0	0	0	0	0	0	0
pos_26-10	0	0	0	0	0	253	0	0	0	0	0	0	2	0	0	0	0	0	0	0
pos_26-11	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-12	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
